roi_1	roi_2	roi_3	roi_4	roi_5	roi_6	roi_7	roi_8	roi_9	roi_10	roi_11	roi_12	roi_13	roi_14	roi_15	roi_16	roi_17
0.691423	0.036160	0.089976	0.435398	-0.568876	-0.322574	0.046214	-0.290911	-0.436742	-0.804695	0.318319	-0.129570	-0.294549	-0.135691	0.264235	0.043720	0.417545
1.006135	0.476875	-0.301356	-0.026872	-0.536997	-0.033937	-0.084210	-0.161779	0.179435	-0.248737	0.381187	-0.277378	-0.038081	-0.370734	0.243438	0.631952	0.367404
0.498424	0.233358	-0.482723	-0.090185	-0.626038	-0.284535	-0.126381	-0.231403	0.573317	-0.274514	1.060876	-0.124101	0.489195	-0.188206	0.055203	0.083347	0.464277
-0.198585	-0.063139	-0.335673	-0.150922	-0.578027	-0.656335	-0.523893	-0.233135	0.659761	-0.250686	0.844445	-0.108934	1.091347	0.112963	0.090975	-0.185658	0.432781
-0.274063	-0.242113	-0.238219	-0.171383	-0.458890	-0.545163	-0.488255	0.137823	1.250625	-0.074554	0.307769	-0.226325	0.801068	-0.188261	-0.086548	0.097100	0.381972
-0.014505	0.097486	-1.042639	0.256636	-0.584388	-0.591730	-0.419999	-0.150993	1.358735	0.526878	-0.226968	-0.305326	0.451012	0.032261	0.295716	0.342166	0.700250
-1.033495	-0.495330	-0.649560	-0.052107	-0.298540	-0.339049	-0.363189	-0.295762	1.162422	0.551033	0.134003	-0.730597	0.410058	-0.562684	0.327523	-0.000865	0.329638
-0.674703	0.207916	-0.118807	0.171760	0.016326	-0.589334	-0.339559	0.259167	0.855679	0.435211	0.080409	-0.436011	-0.648194	-0.511732	0.464023	0.395593	0.135228
0.031549	0.288401	0.596132	-0.250273	0.370820	-0.178064	-0.422135	0.893907	0.431968	0.051260	-0.045194	-0.152557	-0.218843	-0.652120	-0.019836	0.097828	0.119453
-0.445573	0.113429	0.575462	-0.272049	0.824720	-0.013451	-0.665730	0.072434	0.307733	-0.005369	0.135907	-0.026424	-0.253928	-0.753640	-0.188920	0.092468	0.326160
-0.174344	-0.399846	-0.170894	0.203604	1.223377	0.000726	0.086664	0.383712	0.465194	-0.360399	0.022321	-0.050769	-0.165371	-0.055677	-0.394376	0.261995	0.494334
0.090134	-0.229489	-0.628310	0.101135	1.044096	-0.344592	0.567031	-0.192039	0.320002	-0.355315	0.384969	-0.247746	0.034065	-0.247926	-0.607749	-0.113319	0.376584
-0.074620	-0.522747	-0.555043	-0.109158	0.320921	0.267702	0.283637	-0.687284	-0.207193	-0.026665	0.110066	0.089650	-0.414154	0.001079	-1.280019	-0.090802	0.399993
-0.268682	-0.752908	-0.659245	0.724657	0.458671	0.453868	0.404116	-1.226862	0.059428	-0.312248	0.160384	0.115452	-0.000202	0.121253	-0.958119	0.095785	-0.062722
-0.892828	-0.776144	-0.497723	0.947518	0.127296	-0.153299	0.390404	-1.222018	-0.476314	-0.469564	0.070894	-0.596457	-0.091357	-0.072486	-1.027801	0.144629	0.496609
-1.077645	-0.433003	-0.909318	0.199219	-0.221773	0.455858	0.029556	-0.538226	-0.173461	-0.204858	0.049891	-0.240870	0.222054	-0.726402	-0.231616	-0.385741	0.501573
-0.576265	0.499856	-1.276181	0.221671	-0.424391	0.010522	-0.003797	-0.162867	0.192975	-0.288268	-0.375751	-0.134145	0.584200	-0.501411	0.276430	0.121191	-0.301889
-0.155989	0.339172	-0.586590	-0.191742	-0.129425	-0.043014	-0.448913	-0.122826	-0.237058	-0.036077	-1.024308	0.317671	0.888433	0.108718	-0.001694	0.665724	-0.415843
0.009280	0.006557	-0.295005	0.380660	0.049850	-0.088285	-0.307271	0.426254	-1.009762	0.156495	-0.970941	-0.058709	0.681059	-0.220844	0.322134	0.812499	-0.150420
-0.387025	-0.900383	-0.314600	0.186960	-0.416006	-0.059584	-0.278122	0.348144	-0.690567	0.239996	-0.391710	-0.274581	0.286207	-0.721999	-0.569342	0.837879	0.046579
-0.520519	-0.859051	0.140923	-0.416047	-1.165476	0.194645	-0.144283	0.444162	-0.538839	0.042883	-0.634942	-0.668292	0.189711	-0.593969	-0.119943	1.250724	0.691388
-0.482877	-0.637853	0.245029	-0.103472	-1.359824	0.385156	0.417469	0.239687	-0.274667	-0.125444	-0.101850	-0.603311	0.070693	0.075675	0.576497	0.261973	1.170398
-0.164164	-0.478566	0.292268	-0.229462	-0.858645	0.439835	0.051335	-0.481152	-0.132189	-0.538384	0.072050	-0.340403	0.021983	-0.365072	0.206664	0.011030	0.737987
0.252266	-0.821283	0.083347	-0.249096	-0.643161	0.388061	0.093826	-0.658933	-0.313037	-0.462235	0.403547	-0.080863	0.630005	-0.552102	0.028658	0.083711	0.187056
-0.282549	-0.578946	-0.331368	-0.437899	-0.767138	-0.230955	0.521061	-0.629265	-0.415151	-0.116913	0.924990	-0.347181	0.681265	-0.311016	-0.163116	-0.117559	-0.056510
0.192633	-0.364971	-0.024849	-0.646215	-0.671921	-1.163356	0.986771	-0.507106	-0.244735	0.551828	1.102704	0.844718	0.327583	-0.385512	-0.452143	-0.399597	0.178315
0.214198	0.231304	0.008980	-0.145239	-0.564422	-0.883641	1.245238	-0.337542	-0.109501	0.342709	0.591109	0.433625	0.315544	-0.372841	0.046821	-0.496573	0.661366
0.288867	-0.017467	0.174595	-0.798789	-0.289804	-0.787785	1.052099	-0.357533	-0.012503	0.066671	0.073149	0.033198	0.482803	-0.382943	-0.298754	-0.741006	0.821709
0.866594	-0.007170	-0.074555	-0.540021	0.101049	-0.634093	1.149448	-0.192208	-0.045699	0.020618	-0.293259	0.166651	0.801388	-0.308305	0.055389	-0.473718	0.942385
1.111992	0.549959	-0.095940	-0.317716	0.892554	-1.139328	0.385238	-0.206191	0.106503	-0.311308	-0.039912	0.036051	0.103824	-0.478094	-0.265054	-0.167177	1.050758
0.427484	0.716392	0.027568	0.587529	0.970839	-0.403563	0.693838	0.067471	0.497495	-0.031592	-0.078650	0.263436	0.008887	0.048144	-0.662427	0.242873	0.724296
0.348607	0.989348	-0.096501	0.049819	0.396726	-0.749319	0.363002	-0.028718	0.547511	-0.641877	0.025508	-0.073461	0.130122	0.192726	-0.149807	-0.289936	-0.132530
0.459704	1.060007	0.142448	-0.050466	0.344224	0.112572	0.074961	0.147914	0.973647	-0.003483	-0.376479	-0.397476	0.105540	-0.175009	0.177034	-0.499883	0.036884
0.764253	0.593135	-0.294423	-0.737852	-0.136516	-0.170983	0.628351	0.145802	0.829523	-0.015627	-0.337435	-0.151948	0.397243	-0.572509	-0.160754	0.133386	0.036027
-0.053387	0.360985	-0.749210	-0.366928	-0.073450	0.430317	0.716380	0.231180	0.608221	-0.259538	0.317805	-0.391546	0.492492	-0.220937	0.239760	-0.065508	-0.187374
-0.373202	-0.357797	-0.536690	-0.733760	-0.557907	0.487193	0.597186	0.786042	1.148717	-0.683068	0.032396	-0.358650	0.293288	0.262272	0.307531	-0.374771	-0.396609
-0.155915	0.217246	-0.549525	-0.286725	-0.398999	-0.025912	0.677308	0.748010	0.775706	-0.530145	-0.635955	-0.443923	-0.359358	0.124893	-0.046942	-0.476004	-0.140378
-0.425796	0.542038	-0.606286	-0.215353	-0.345242	0.523080	0.190436	0.679569	-0.078327	-0.639744	-0.719775	-0.360683	-0.253137	0.294771	-0.215428	-0.379259	-0.098507
-0.575509	0.477543	-0.305648	-0.333469	0.076336	-0.102738	0.787521	0.420105	0.040610	-0.325792	-0.365338	-0.369462	0.225552	-0.500413	0.041517	-0.774500	-0.007774
-1.045792	0.308542	0.437893	0.202267	-0.121350	-0.442267	-0.104206	0.218184	0.276340	-0.349750	0.184585	-0.220268	-0.536971	-1.310535	0.596929	-0.871396	0.593311
-0.954219	0.391684	-0.089958	0.352063	-0.153369	0.356582	0.126935	0.234442	0.075108	0.318138	0.471268	-0.294942	-0.851277	-1.911819	-0.492264	-0.594610	-0.021378
-0.528583	0.193430	0.120000	0.078501	-0.235617	0.038950	0.409595	0.059933	0.372683	-0.001241	0.816856	-0.339022	-0.314819	-1.214031	0.342271	-0.641188	-0.190065
-0.335829	0.556393	0.377382	0.170148	0.127324	0.028734	-0.290745	-0.156596	0.444436	0.108349	0.677146	-0.362346	-0.599691	0.207760	-0.385184	0.083739	-0.320924
0.019039	0.011119	0.195572	0.434711	-0.417415	-0.128551	-0.812181	-0.409542	1.126513	-0.187140	0.110381	0.667487	-0.606733	-0.231789	0.303408	-0.083481	0.014760
0.287546	-0.080635	-0.132086	-0.187879	-0.252843	-0.316129	-0.673807	-0.721385	1.145778	-0.994816	0.072002	0.529084	-0.390061	-0.762001	-0.441056	-0.157936	0.285021
0.126099	-0.315804	0.237409	-0.296829	-0.423743	0.468386	-0.274815	-0.554867	0.689246	-0.559096	0.124522	0.492040	-0.185966	-0.423713	-0.847787	0.156294	0.237313
0.088144	-0.080574	0.116788	0.200505	0.197935	0.559474	-0.365110	-0.594823	-0.113338	-0.141224	0.272962	0.665485	-0.139232	-0.144004	-0.598237	0.530549	0.081844
-0.669702	-0.150168	0.088921	-0.293770	0.474483	0.682052	0.303476	-0.919855	-0.666483	-0.983783	-0.203403	0.694113	0.333084	-0.075793	-0.415191	0.209172	0.007603
0.573175	0.204942	0.023760	-0.395048	-0.075165	0.616770	0.979723	-0.707290	-0.847221	-1.224770	0.060617	0.389706	0.214830	-0.030338	-0.421024	0.548123	0.116198
0.806634	0.582825	0.638063	0.054681	0.111509	0.227009	0.534770	0.046675	-0.407987	-0.556979	0.286467	0.363585	0.122355	-0.203001	-0.832241	0.367245	-0.344354
0.121900	0.647564	0.212749	0.564903	0.115142	0.494159	-0.035103	-0.024703	-0.523121	-1.160336	0.314012	0.324248	-0.119537	-0.430786	-0.502462	0.672338	-0.471906
0.287459	0.038774	0.133973	0.439850	-0.064241	0.112716	0.190709	-0.419493	-0.589752	-1.331581	0.642550	0.099110	-0.067686	-0.166827	-0.071625	0.311364	-0.383212
-0.167303	0.258633	-0.197267	0.431661	-0.669510	0.067091	0.274648	-0.586033	-0.629759	-0.278953	0.270950	-0.124067	0.022224	-0.652901	-0.672894	-0.481488	-0.239278
0.019548	-0.202186	0.119463	0.367225	-0.223137	0.279928	0.186458	-0.594072	-0.568707	0.033910	0.256442	-0.616066	-0.066687	-0.652084	-0.069199	0.314956	-0.647167
0.060635	0.453322	-0.063042	0.329527	-0.861768	0.148049	-0.234496	-0.052140	-0.365121	0.238477	0.795145	-0.704659	-0.237261	-0.552159	0.125717	0.358577	0.348114
-0.670664	0.650838	0.419333	0.573663	-0.821862	0.347399	-0.069857	-0.158164	-0.051729	0.668804	0.886524	-0.170872	0.076213	-0.559700	0.516605	0.199446	0.415499
-0.391133	0.570082	0.335496	0.749945	-0.559439	0.414568	0.163659	-0.616997	-0.302643	0.655232	0.639976	-0.531222	0.420340	-0.287652	0.519331	-0.538266	-0.208243
-0.256772	0.013548	-0.142452	0.400563	-0.179848	-0.225360	-0.031738	-0.504423	-0.595645	-0.341157	0.298516	0.043845	0.609240	-0.666386	0.165686	0.008783	-0.328810
0.322412	0.149129	0.175029	0.274661	0.448245	0.124039	-0.106231	-0.968217	-0.781018	-0.316147	0.190867	0.060243	0.579057	0.066165	0.777679	-0.008206	-0.031386
-0.144035	0.689489	0.285247	-0.117510	0.035016	-0.048763	0.282749	-1.292909	-0.590655	-0.196073	0.331167	-0.076987	0.593671	0.700946	0.060480	0.007985	-0.139297
0.101503	-0.106500	0.563841	-0.243591	-0.096497	-0.438725	0.074892	-1.048896	-0.605104	0.113661	-0.104337	-0.221715	0.788357	0.823040	-0.540783	-0.678425	0.103888
0.683944	0.467777	-0.291034	-0.426439	0.073105	0.385509	0.480406	-0.764540	-0.502668	0.818001	0.104446	0.051751	0.628376	1.121587	0.025771	-0.174212	0.289477
0.130818	0.024319	-0.328409	-0.128083	0.035218	-0.155266	0.305587	-0.864396	-0.443878	0.837905	0.086129	0.292594	0.905354	0.634245	-0.317108	-0.091289	0.077828
-0.209522	-0.090852	-0.202846	0.018848	0.365761	-0.208997	-0.174756	-0.348825	-0.388651	1.159785	0.214963	0.397102	0.243102	0.519909	-0.234010	0.401911	-0.344700
-0.500742	-0.161856	-0.819909	-0.304149	0.342239	-0.404062	-0.093627	0.628128	0.086324	0.541790	-0.361607	-0.168831	-0.267543	0.564145	-0.555144	-0.035572	0.421844
-0.170226	-0.192593	-0.883469	-0.365345	-0.049465	0.138410	0.253620	0.069517	-0.165119	0.380774	0.226354	0.080981	-0.578881	0.387891	-0.923456	0.482112	-0.017264
-0.326829	0.477562	-1.310608	-0.119084	-0.541703	0.666170	-0.434731	0.003561	0.105867	-0.352189	-0.325986	-0.082723	0.054306	0.313705	-0.539749	1.007273	-0.568144
0.277540	0.522278	-1.371678	-0.004402	-0.240750	0.248374	-0.576944	-0.118998	0.117918	-0.317718	-0.621214	0.166041	0.090859	-0.241386	0.231317	1.038120	-0.036431
-0.027992	0.708797	-0.878596	-0.367603	-0.416683	0.205900	-0.662638	-0.702382	0.375398	0.105796	-0.433454	-0.056328	0.572982	0.457260	0.635527	0.358166	-0.693485
0.378013	0.502331	-0.535771	-0.172685	-0.510134	0.043740	-0.828787	-0.380371	-0.317777	0.074854	0.000558	0.182871	0.557109	0.236671	-0.161350	0.037580	-0.027344
0.071554	0.172145	-0.384252	-0.144047	-0.195225	-0.323784	-0.183720	-0.459320	0.293677	0.272989	-0.413292	-0.452518	0.639588	0.129782	1.018097	-0.210703	0.041764
0.721686	0.253428	0.297138	-0.110704	-0.659504	-0.773833	0.312455	-0.604242	0.512992	-0.293411	-0.155172	-0.270460	0.019421	0.174891	0.344331	-0.270188	-0.372862
0.908082	0.090309	-0.515477	-0.499515	0.145208	-0.637574	-0.060860	-0.046461	0.285049	0.447609	0.017223	0.149943	0.125759	0.221968	0.355931	-0.152843	-0.145101
0.345299	-0.017826	-0.252397	-0.302021	-0.084163	-0.345079	-0.037743	0.619853	-0.110385	0.278185	0.090708	-0.117006	-0.512237	0.219705	0.334353	-0.185144	-0.394258
0.675675	-0.206820	0.080901	-0.084027	-0.464631	0.199110	-0.012453	0.676118	0.008564	0.353783	-0.051982	-0.349871	-0.701410	-0.436133	0.651958	-0.337314	-0.228520
0.318228	-0.156385	0.682149	-0.403472	-0.090959	-0.323092	-0.154481	0.501729	0.481743	0.240760	0.333760	-0.353387	-0.692737	-0.161224	-0.014774	-0.323699	0.177323
0.339617	-0.557965	0.569704	0.097044	-1.091834	-0.328812	-0.276332	0.256523	0.422478	0.059068	0.467271	-0.770232	0.038798	-0.145012	-0.740773	-0.328388	0.412687
0.247315	-0.239390	-0.364632	-0.091084	-0.968045	0.479254	-0.498340	0.327492	-0.117522	-0.124986	-0.505095	-1.060716	0.553448	0.311998	-0.483345	-0.303606	0.099443
-0.258284	0.124188	-0.533139	0.145708	-0.611608	-0.191560	-0.215917	0.200078	-0.216002	-0.392797	-0.863783	-0.500108	0.665370	0.280661	-0.478908	0.024726	0.655447
0.080636	0.544394	-0.141179	-0.260750	-0.563725	0.110118	-0.573049	0.670126	0.515869	-0.447936	-0.585898	-0.085259	-0.092403	0.402457	-0.084248	0.267270	0.108967
-0.278148	0.227926	-0.454182	0.063479	-0.131017	0.227062	-0.423738	0.659612	0.665850	-0.199454	0.141582	-0.643448	-0.607857	0.488276	0.009149	0.422665	-0.157122
-1.046433	0.460104	0.223499	-0.289592	0.094324	0.681479	-0.507749	0.249260	0.238085	-0.517651	0.197494	-0.179684	-0.490798	0.553977	-0.493553	0.916217	-0.387783
-0.383244	-0.063526	0.392604	0.048751	-0.662503	0.785760	-0.425452	-0.101461	0.040994	-0.581825	0.455327	-0.289299	-0.273304	0.619927	0.094272	0.343520	-0.451695
-0.240245	0.572776	0.533826	-0.288210	-0.836344	0.538686	-0.251039	-0.230362	-0.141485	0.052007	0.235791	-0.094648	-0.450183	0.084286	0.140523	-0.354420	-0.181498
-0.279853	0.461329	0.470413	-0.222804	-0.791897	0.746818	0.035109	-0.130918	-0.279180	0.593210	0.205105	-0.161652	-0.204092	0.241473	-0.145808	-0.236224	-0.040224
-0.149220	0.208501	0.062828	0.248654	-0.694739	0.450787	0.517280	-0.750461	-0.201436	0.720488	0.702941	-0.136779	-0.204546	-0.665944	-0.385740	-0.239943	0.270696
-0.138012	0.381184	0.376936	0.190885	-0.321650	0.338060	0.534002	-0.642144	0.031957	0.247822	0.608622	-0.223505	-0.362149	-0.128388	0.230154	0.244626	0.625598
-0.547822	-0.098709	-0.054558	-0.173724	-0.168454	0.126421	0.071275	-0.980775	-0.242168	0.352350	0.798792	0.012116	-0.606261	-0.556790	0.600170	-0.717020	0.251498
0.317265	-0.324134	-0.573352	-0.114974	-0.908921	-0.270256	-0.020890	-0.764537	0.021867	0.875104	0.313774	0.420394	-0.494622	-0.154666	0.642354	-0.773614	0.415990
-0.376830	0.206336	-0.424467	-0.000357	-0.861602	-0.263007	0.247329	-0.614837	-0.160955	0.822269	0.365333	0.779737	-0.119505	-0.428755	0.300220	-0.111743	0.080351
0.493703	0.444039	-0.122624	-0.343718	-0.796228	0.214825	-0.132782	-0.108241	-0.448752	0.894180	-0.067445	0.082527	-0.391229	-0.383764	0.352056	-0.396677	-0.217099
-0.621418	-0.176838	0.066056	-0.150975	0.121524	-0.066945	-0.480190	-0.734757	-0.073844	0.288274	0.230129	-0.432974	-0.420839	-0.589302	0.108293	-0.598848	0.560371
-0.344052	-0.732014	-0.210391	-0.136487	-0.205412	0.144390	-0.795939	-0.396933	0.173969	0.543111	0.059240	0.012668	-0.313647	-0.435617	0.017902	-0.907358	0.493154
0.202224	-0.441228	-0.483675	-0.274009	0.206048	0.080065	-0.404282	0.194751	-0.066583	0.064673	0.376040	0.402942	-0.110845	-0.802335	-0.045259	-0.247025	0.619903
0.004857	-0.200551	-0.444732	0.032302	0.012065	-0.189041	-0.381555	0.719707	0.212609	0.153151	-0.349676	0.189094	-0.258240	-0.331040	0.072870	-0.128063	1.076404
-0.678877	0.367845	-0.361058	-0.074538	0.127778	-0.105140	0.296727	0.328911	0.067329	-0.214702	0.021592	0.303113	0.173383	0.001765	-0.165359	0.237168	0.805589
-0.504053	-0.090814	-0.446491	-0.092883	0.154571	0.036094	0.144921	0.291579	-0.027168	-0.197405	-0.012793	0.381467	0.258238	0.001787	-0.533143	0.047759	0.384512
-0.178980	-0.187834	-0.741356	-0.229529	0.126223	-0.123133	0.055844	0.036192	0.409959	0.061012	0.073722	0.062619	0.667512	0.486326	0.143842	-0.176590	0.790647
-0.077347	0.236098	-0.591979	-0.179983	0.286890	0.298823	-0.215164	0.356222	0.144326	0.075712	-0.774595	0.219600	0.011657	0.567191	0.590742	-0.353654	0.643746
0.598095	0.487145	-0.985112	-0.339512	0.885477	0.184331	-0.259905	0.765304	-0.294736	-0.419282	-0.386824	0.771135	-0.172228	0.147525	0.905852	-0.412469	1.232572
0.717816	0.237729	-0.916138	-0.605336	1.308224	0.149652	0.069921	0.952210	-0.439348	-0.136419	-0.433942	0.269461	0.010212	0.985040	0.632784	-0.636743	0.848871
0.700462	0.581711	-0.766727	0.336607	1.146379	0.219017	-0.002213	0.716838	-0.384405	-0.047643	-0.111968	0.587235	0.194423	0.919700	0.799033	-0.194782	0.746026
0.680791	0.043000	-0.915271	0.409277	0.768703	0.214960	-0.483620	1.034120	-0.241690	0.518786	0.194719	0.184889	0.641913	-0.119540	-0.424841	-0.377765	0.050111
0.316938	-0.432118	-0.178096	0.803317	0.721368	0.008999	-0.364900	0.942793	-0.135135	0.025256	-0.075171	-0.170437	0.448228	-0.205054	-0.049972	-0.332733	-0.114134
0.314379	-0.454765	-0.386648	1.365729	0.858618	-0.409802	-0.833724	0.869148	0.681787	-0.166084	0.030107	-0.226306	0.363600	0.201870	0.091995	0.328956	0.058721
0.612951	0.219531	0.754006	1.048926	-0.055493	-0.122279	-0.454388	0.544349	0.862936	-0.019384	0.033240	-0.153020	-0.423943	-0.495879	-0.791060	0.084713	-0.272919
0.569438	-0.042910	1.318343	0.119752	-0.448631	-0.472507	-0.652291	0.255375	0.965411	0.232777	0.662335	-0.558628	-0.601005	-0.217015	-1.310878	-0.715033	-0.626638
0.149128	0.069423	1.414154	-0.020950	-0.353559	0.080098	-0.152806	0.290666	0.537639	0.624613	0.215390	-0.105101	-0.867653	0.036529	-1.226317	-0.261231	-0.187577
0.876337	-0.003933	0.770378	-0.604879	-0.029847	-0.249962	-0.161132	0.205935	0.144052	0.240579	0.371911	-0.998705	-0.793774	-0.436799	-1.029557	-0.514185	-1.325185
0.938325	0.124656	0.847026	0.399825	-0.477561	0.324997	-0.372452	0.173560	0.770299	0.022386	0.173640	-1.387564	0.054523	-0.198763	-0.848853	-0.261290	-0.528510
1.281236	-0.194685	0.362111	0.871570	-0.431943	0.450921	-0.165393	-0.178569	0.705485	0.252032	-0.270176	-1.130846	-0.467767	-0.626589	-0.279668	-0.232988	-0.706851
0.164065	0.187934	0.355264	0.504744	-0.422130	0.203842	0.154328	-0.615633	0.242729	0.255592	-0.663338	-0.775386	-0.472098	-0.590258	-0.028703	0.426406	-0.692014
0.642246	-0.066830	0.219642	1.223563	-0.814963	-0.252895	0.415468	-0.361765	0.434862	0.239815	-0.226746	-1.114981	-0.185530	-0.289460	0.170902	-0.218792	-0.137810
0.123599	0.004168	0.383784	0.824579	-0.586991	-0.243366	-0.385925	0.120890	0.132011	0.481931	-0.318378	-0.323398	-0.177826	-0.664449	-0.230483	-0.489235	-0.734864
0.161017	0.476050	0.093763	0.907102	-0.073535	-0.785977	-0.326845	0.352640	-0.215361	0.666449	-0.861047	0.119597	-0.371719	-0.155977	-0.077616	0.511772	-0.726744
-0.058040	0.311280	-0.715265	0.706238	-0.424019	-0.356858	0.004084	0.560057	-0.588313	0.381921	-0.848503	0.127452	-0.244787	-0.150621	0.639329	0.182396	-0.778780
0.013835	0.439740	-0.142597	0.033658	-0.564125	-0.421929	0.433944	0.184081	-0.710149	0.339316	0.184197	-0.457539	-0.532424	0.048040	0.148722	0.203048	-0.241499
-0.498944	0.058191	-0.362963	0.556156	-0.118103	0.002394	0.130528	-0.529541	-0.825955	0.870435	-0.012856	-0.719180	-0.770111	-0.325744	-0.534346	0.200991	-0.387981
-0.332966	-0.282619	-0.419366	0.042783	0.451852	0.703812	-0.518463	0.047621	-0.696909	0.619196	-0.594314	-0.253869	-0.499649	-0.384189	-0.584131	-0.418935	-0.686170
-0.019857	0.346340	-0.320315	-0.903832	0.476472	0.188692	-1.011208	0.120626	-0.074739	0.833118	-0.489892	-0.296378	-0.313458	-0.777270	0.193473	-0.500104	-1.058617
0.262605	-0.113269	-0.155475	-0.273898	0.751036	0.383069	-0.935762	0.495904	-0.049478	0.843846	-0.636819	0.086259	0.032122	-0.874810	-0.022911	-1.125065	-1.010562
0.588805	0.120688	-0.244844	-0.612366	0.230303	0.479264	-0.681776	0.475506	0.170894	1.042046	-0.407582	-0.462085	-0.190802	0.202330	0.009788	-0.428505	-0.327890
0.812345	0.359958	-0.937902	-0.299380	0.183268	0.006783	-0.230209	0.135830	-0.002825	0.734355	-0.201742	-0.444723	0.266243	0.078358	-0.165083	-0.199111	-0.227049
0.514436	-0.251868	-0.588645	-0.272648	0.581444	0.133901	-0.189678	0.146732	-0.150746	0.181761	0.464861	-0.055958	-0.100937	-0.324710	-0.986621	0.106130	-0.448487
0.480528	-0.034419	-0.696544	-0.248425	0.261154	-0.177728	-0.057995	0.343551	0.013889	0.432427	0.465934	-0.285012	0.201783	-0.730105	-0.752088	-0.045593	-0.334346
0.774712	-0.049614	-0.969929	-0.208067	0.219194	0.088599	0.692864	0.098450	-0.710628	0.339298	0.153217	-0.558865	0.554375	-0.338694	-0.840581	0.159917	-0.345072
0.081566	-0.439376	-1.102659	0.306540	0.037445	0.091971	0.364458	0.819136	-0.543475	0.047180	0.461672	-0.845688	0.194149	-0.389028	-0.858543	0.131133	-0.190313
-0.159458	-0.759804	-0.570747	0.022872	-0.311593	-0.224297	0.537308	0.811492	-0.578603	-0.026007	0.249161	-0.631209	0.724713	0.126201	-0.715358	0.361464	-0.090694
0.091565	-0.462053	-0.237704	-0.631301	-0.709653	-0.184247	1.034492	0.617497	-0.419912	-0.009744	0.208964	-0.565792	0.247336	-0.228037	-0.695117	0.569165	-0.351608
0.033497	-0.767688	0.012622	0.191619	-0.283863	-0.174981	-0.164814	0.000923	0.146763	-0.586142	-0.242235	-0.503697	-0.000992	0.012515	-0.583937	0.227423	0.182311
0.126352	-0.523991	-0.686073	0.128793	0.117586	-0.293491	0.713793	-0.516216	-0.287179	-1.019260	0.114621	-0.629104	-0.349219	-0.628344	-0.349191	0.373941	-0.289179
0.806067	-0.252878	-0.700030	-0.719861	0.164411	0.326227	0.440155	0.405888	0.525432	-0.617100	0.394861	-0.691677	0.138235	-0.568706	-0.967805	0.292337	-0.490395
0.386555	-0.203663	-0.027635	0.353846	0.231382	0.546634	0.073247	0.537600	0.511239	-0.554293	0.095106	-0.476825	0.409046	-0.349301	-0.366409	0.361416	-0.126374
0.147784	0.044765	-0.329820	0.919472	0.007333	0.536168	-0.423898	0.570548	0.299352	-0.358318	-0.437588	-0.865184	0.181207	-0.028417	-0.215110	0.312499	-0.315517
-0.306605	0.318284	-0.070984	1.126308	0.518100	0.459328	-0.175510	0.713680	-0.151909	0.052334	-0.163347	-0.555385	0.064385	-0.285868	-0.240416	0.115090	0.129617
-0.277412	-0.119443	-0.502379	1.129723	-0.234518	0.374891	-0.258377	0.873605	-0.422126	-0.090379	-0.695412	-0.566695	-0.347928	0.086171	-0.498522	-0.278959	0.020618
