roi_1	roi_2	roi_3	roi_4	roi_5	roi_6	roi_7	roi_8	roi_9	roi_10	roi_11	roi_12	roi_13	roi_14	roi_15	roi_16	roi_17
0.343065	0.032396	-0.763902	0.035646	0.251303	-0.618753	-0.784049	0.483398	-0.023340	-0.781017	-0.043279	-0.677666	0.409883	-0.247837	-0.109059	-0.214071	0.420351
0.263072	-0.075750	-0.576277	0.317460	-0.250088	-0.176175	-0.107913	0.897571	0.414481	0.089745	-0.208160	-0.221114	0.392694	-0.545277	-0.293895	0.362965	0.014821
0.441203	0.807254	-0.414194	0.636026	-0.572750	-0.703557	-0.324157	0.478678	0.110666	0.006187	-0.252713	0.125984	0.637778	-0.629222	0.227252	0.329889	-0.383131
0.225170	0.707088	0.213484	0.279607	-0.389231	-0.812792	-0.224224	0.410983	0.036513	0.383951	-0.311509	-0.335613	0.688287	-0.922823	0.411684	0.772266	-0.243788
-0.068824	0.021360	0.269504	-0.086483	0.137163	-1.109906	-0.524383	-0.192312	-0.303839	0.710697	0.027150	-0.160945	0.858888	-0.671660	0.727770	0.782311	-0.430209
-1.002560	-0.088583	0.246628	-0.114979	-0.055533	-0.195445	-0.185383	-0.008369	-0.462489	0.593445	0.135267	-0.441671	0.728179	-0.121658	0.144859	0.389429	-0.112347
-1.350956	0.719503	1.105344	-0.070338	0.316640	-0.942338	0.222644	-0.486619	-0.126597	0.607524	0.747348	-0.575783	0.660062	0.105190	0.454947	0.276361	-0.593678
-0.358301	0.517017	0.973693	-0.049011	0.313327	-0.471039	0.489319	-0.187321	-0.282754	0.563490	0.745200	0.121609	0.943927	0.302819	0.463202	0.508403	-0.256465
0.034519	0.823175	0.767006	-0.460136	0.857062	-0.147933	0.668881	0.070297	0.036166	-0.003424	0.893468	0.502378	0.635709	0.204743	0.675317	1.321209	0.438758
-0.078654	0.697792	0.548643	-0.192128	0.444562	-0.252599	0.662422	0.359984	-0.225605	0.013583	0.458803	0.093399	-0.075232	0.170231	0.894155	1.282440	0.054983
-0.197541	1.027892	0.180255	-0.118060	0.298708	0.040902	-0.174194	0.669706	0.044979	0.186317	0.603146	0.443667	0.569210	-0.350314	1.036274	0.515493	-0.098915
-0.051173	0.771094	0.326148	-0.063874	0.198716	-0.621666	0.117364	0.689253	-0.211761	0.146854	0.849808	0.368323	0.816621	-0.389152	0.748596	0.184208	-0.254663
-0.436254	0.653391	0.232665	-0.013086	-0.439357	-0.354366	0.379929	0.151021	-0.220871	0.144867	1.063049	1.053037	1.135909	0.306339	1.163254	0.480992	-0.156724
-0.384755	0.211440	0.234467	0.442941	-0.082170	-0.564530	0.405919	-0.042472	-0.001154	0.256807	0.301584	0.631450	0.853753	0.266894	0.636940	0.104468	0.481628
-0.241523	-0.317670	0.211332	-0.244743	0.308257	-0.839896	-0.279562	-0.729852	-0.096287	0.294652	-0.271803	0.374441	-0.071440	0.683623	0.604601	0.244836	0.839768
-0.031879	-0.154600	0.171501	-0.490222	-0.057842	-0.379013	-0.607657	-0.452507	-0.472402	0.045978	0.354003	0.321981	-0.088247	0.540173	0.651260	0.718972	0.945845
0.158029	0.025006	0.413137	-0.349022	-0.105345	0.211603	-0.524170	-0.336183	-0.707344	-0.185541	-0.076182	-0.528781	0.009403	0.544674	0.707274	0.774638	0.615925
-0.143136	0.401579	0.419685	-0.023169	-0.361833	0.156265	-0.424310	-0.117398	-0.211011	-0.532119	0.306575	0.083417	0.224262	0.624365	1.019891	0.370151	1.043499
-0.315597	0.026372	-0.184004	-0.585350	-0.478990	0.070006	-0.518936	0.444582	-0.112252	-0.269420	0.105830	-0.252726	0.205309	0.286977	0.058137	0.028905	0.860655
0.759716	0.172218	-0.862263	0.016242	-0.069322	-0.120907	-0.635510	-0.036229	0.223897	-0.296422	0.777666	-0.538590	0.507838	0.191593	0.146370	-0.486443	0.592645
0.283501	-0.402953	-0.220314	-0.173046	0.328527	-0.140037	0.110547	-0.178146	0.327627	-0.256412	0.870643	-0.537174	0.083159	0.153454	0.128805	-0.199193	0.120070
0.192661	-0.148605	-0.233446	-0.308384	-0.141798	-0.888395	-0.386298	-1.106888	0.532231	-0.410943	0.347699	0.042265	0.317212	0.225848	0.342010	-0.038384	-0.177300
0.041344	0.180783	-0.370736	-0.228674	-0.165158	-0.415316	-0.153427	-0.919408	0.374167	-0.933784	-0.835117	0.455390	-0.032300	-0.093848	0.072470	0.236124	-0.280354
-0.165054	0.546444	-0.252633	0.285886	-0.750932	-0.030389	-0.205955	-0.412636	0.044608	-0.947076	-1.145094	0.993789	-0.191623	-0.140780	0.460231	0.059968	-0.601065
-0.286755	0.653189	-0.175029	-0.725824	-0.743759	-0.475638	-0.816483	-0.515022	0.136397	-0.642155	-1.200271	0.711072	0.251799	-0.667398	0.646812	-0.023391	-0.487616
0.159382	0.678983	0.484713	-0.508106	-0.222146	-0.224412	-0.626897	-0.343707	-0.105352	-0.700533	-1.157444	0.757027	0.295480	-0.525389	0.432362	-0.029914	-0.856182
0.113326	0.416383	0.221762	-0.640200	-0.085877	-0.323902	-0.468509	-0.551984	-0.267666	0.139517	-0.122500	0.624403	-0.157690	-1.192209	0.379726	0.144144	-0.329482
-0.179132	0.075465	0.462972	-0.781409	0.296730	-0.322586	0.021168	-0.237942	-0.078963	-0.606594	-1.006367	0.827694	-0.166069	-0.470621	0.303296	0.403718	-0.337552
-0.008402	0.533433	0.884015	-0.359935	0.054097	0.133179	0.148139	-0.155533	-0.159950	-0.495632	-0.546064	0.536991	0.222186	-0.673717	0.146275	0.392795	-0.388175
0.431885	0.675476	0.531180	-0.409273	-0.144675	-0.087472	-0.279983	0.106313	-0.039717	-0.850789	-0.467454	0.342969	0.190947	-0.392077	0.106140	0.409335	-0.230139
0.373342	0.512616	0.094494	0.019708	-0.184569	-0.329500	-0.533592	0.133148	-0.457774	-0.542618	-0.636176	0.288306	-0.000859	-0.306379	-0.580493	0.400306	0.198556
-0.003442	0.383871	0.301971	-0.210310	-0.004352	-0.008694	0.170944	0.530400	-0.021108	0.047669	-0.157333	-0.510528	-0.333375	-0.358167	-0.889484	0.114514	-0.222189
0.078152	-0.357298	0.576128	0.046735	-0.140187	0.151763	0.240202	0.978028	0.451146	0.027915	-0.777782	-0.768502	-0.635714	-0.215053	-0.439840	0.260991	-0.181300
-0.552416	-0.735344	0.774103	-0.063413	0.394461	-0.004087	0.208269	1.217506	0.776567	0.573266	-0.392737	-0.474384	-0.775163	-0.377398	-0.406268	0.101350	-0.553331
-0.754220	-0.494604	0.248526	-0.280086	0.785438	-0.303210	0.385553	1.021806	1.188859	0.832397	-0.162223	-0.281366	-0.315626	-0.201739	-0.126773	0.384738	0.028356
-0.069100	-0.683963	0.249257	0.212445	0.795107	-0.255331	0.610148	0.381849	0.723324	0.447341	0.111924	-0.147086	0.084034	0.477847	-0.585044	-0.274905	0.063394
1.034898	-0.657279	0.126520	-0.520780	0.238250	-0.338878	0.821393	0.095755	0.359107	0.426158	-0.179255	0.112160	-0.344329	0.107932	-0.792342	0.246932	-0.520867
0.487097	-0.114463	0.100025	-0.372580	0.267590	0.061447	0.186913	-0.226740	-0.479221	0.605987	-0.202576	0.371830	0.445471	0.125875	-0.419549	-0.074879	0.214977
0.637677	-0.448682	-0.172905	-0.802515	0.703661	0.046646	-0.060281	-0.523426	-0.632351	-0.043286	-0.221957	0.554789	0.143228	-0.422287	-0.200138	0.294244	0.055720
0.467804	-1.349255	0.573624	-0.291904	0.058067	-0.263363	0.312744	-0.420946	-0.161744	0.129363	-0.685230	-0.202905	0.702067	-0.699968	-0.134102	-0.003495	0.375063
0.815969	-1.269178	0.237982	-0.212719	-0.245043	-0.143323	-0.445797	0.200516	0.262121	-0.006589	-0.079350	0.234610	0.584331	0.262647	0.949054	0.026920	-0.160761
0.971363	-0.474865	0.235978	-0.691565	-0.096745	0.170369	-0.120000	0.319233	0.013741	0.336953	-0.379557	0.008626	0.457637	-0.145377	1.198697	-0.359526	-0.090279
0.460133	0.156799	0.638006	0.049692	0.492833	-0.039393	-0.062904	-0.132153	-0.718711	0.400812	-0.662033	-0.008883	0.382922	-0.123262	0.619684	-0.259321	-0.038275
-0.488219	0.184575	-0.220818	-0.311199	0.337647	-0.403906	-0.533794	0.027443	0.355766	0.299595	-0.550428	-0.024396	-0.037333	-0.536212	0.689493	-0.205573	-0.376183
-0.223180	0.412776	0.051822	-0.577927	0.522474	-0.298800	-0.540177	0.118294	0.314121	-0.045340	-0.301323	-0.331226	-0.376583	-0.468465	0.434868	0.023712	-0.215190
0.252198	-0.049115	0.595436	-0.861932	-0.188066	-0.260176	-0.860160	0.323184	-0.065526	0.970017	-0.187521	-0.049120	-0.449299	-0.744674	1.077819	0.155284	-0.662729
0.630604	-0.591022	0.199720	-1.006485	-0.454938	0.471122	-1.129097	-0.431215	-0.840955	1.222078	-0.591646	0.403220	0.002880	-0.531844	1.094663	0.377870	-0.579379
-0.262816	-0.303422	0.782974	-1.183237	-0.554811	1.203573	-0.768253	-0.182096	-0.554519	1.103679	-0.102183	0.651490	-0.327262	-0.839044	0.842483	0.326337	-0.233390
-0.305992	0.054545	0.906288	-1.143248	-0.559584	0.848270	0.123300	0.522693	0.081199	0.810016	-0.109953	0.571393	-0.278449	-0.684877	0.284466	0.381870	0.112908
0.048655	0.371642	1.240281	-1.144648	-0.462305	0.844571	0.287344	1.285250	-0.046493	0.407686	0.091716	0.424376	-0.139447	-0.159665	0.021003	0.120357	0.058759
-0.033777	0.148595	0.721580	-1.033146	0.377488	0.929326	0.269305	1.006251	-0.014224	0.069933	0.476107	0.239021	-0.728163	0.741643	-0.393245	-0.251124	0.138768
-0.081487	-0.186162	-0.131282	-0.853629	0.430144	0.574122	0.197714	0.494103	0.270036	-0.197693	0.604871	0.484871	-0.121105	0.245008	-0.027526	0.529420	0.088318
-0.260756	0.435563	0.057955	-0.999378	0.345419	1.186657	0.274280	0.119147	0.431810	-0.413111	1.425935	0.174841	-0.403558	0.185406	-0.181502	0.196420	0.045458
-0.118029	0.186414	0.196377	-0.897938	0.922848	0.670003	0.134370	0.075572	0.775618	-0.691752	0.676372	0.391484	0.310879	0.240119	-0.497055	-0.032908	-0.189284
0.079992	0.006635	0.389247	-0.422535	0.015157	0.949624	0.083077	-0.500845	0.560696	-0.499397	0.073334	0.436093	0.290176	0.778351	-0.545007	0.486417	-0.319018
0.189931	0.026117	-0.183971	-0.395862	-0.064606	0.916945	-0.230302	0.502730	0.066358	-0.788759	0.725451	0.640127	0.188813	-0.504349	0.034979	0.752344	-0.548984
-0.374294	0.119357	0.219960	-0.203377	-0.057912	0.147980	0.001428	0.373959	0.701803	-0.039002	0.335505	0.653750	0.322290	0.124887	0.109451	0.309588	-0.679557
-0.761887	0.231047	0.222357	-0.108672	0.372875	0.498302	0.098524	-0.154333	0.709658	-0.831265	0.326889	0.723196	0.127777	-0.307934	-0.196435	0.687834	-0.453738
-0.872793	0.257171	-0.333126	-0.376906	-0.016643	-0.079000	0.504185	-0.196359	-0.292661	-0.966626	0.817213	0.539032	-0.018474	-0.071317	-0.472446	0.270119	-0.438968
-0.753727	0.279270	-0.226095	0.234105	-0.698740	0.445165	0.149704	-0.021532	0.149814	-0.406306	0.136974	0.050404	0.398849	-0.100368	-0.291583	-0.165966	-0.270019
-0.507970	0.045969	-0.503155	-0.097563	-0.972919	0.554655	0.638348	0.142171	0.012342	-1.011299	0.574162	0.602478	-0.189438	-0.317109	-0.344677	-0.371268	-0.111064
-0.689635	-0.143226	-0.278164	-0.039373	-0.750682	0.331272	0.045383	0.495679	0.224241	-0.825173	0.493950	0.225181	0.002285	-0.229785	-0.344369	-0.989476	-0.416840
-0.151101	0.716166	0.270440	-0.116088	-0.850242	0.462292	-0.137675	0.058530	0.158069	-0.552136	0.098435	0.443803	-0.320561	-0.322329	0.144136	-0.461088	-0.168031
-0.410278	0.607842	0.794269	-0.099203	-0.741358	0.292802	-0.073261	-0.193912	0.142979	-0.253454	0.166148	0.190565	-0.268326	-0.192296	-0.150576	-0.472876	-0.676554
-0.095987	0.808193	0.034366	-0.186358	-0.382316	0.856357	0.524243	-0.367843	-0.122219	0.046652	0.529455	0.124660	-0.779836	-0.242031	0.048446	-0.244015	0.002461
0.221553	0.915979	0.402584	-0.458694	-0.532676	1.135243	0.708198	-0.451393	0.083278	0.575217	-0.207754	-0.219204	-0.755864	-1.041286	-0.821651	-0.465032	0.796489
-0.030024	0.587472	0.836077	-0.040723	0.469828	0.764786	0.668813	-0.422938	-0.036663	0.256838	-0.761809	-0.248038	-0.476953	-0.663757	-0.711350	-1.057275	0.973727
-0.001181	0.303888	0.692413	-0.285226	0.435626	1.113359	0.796861	0.519194	0.043090	-0.139602	-0.076828	0.397347	-0.036197	-0.365126	-0.038898	-0.562648	0.968001
-0.471680	0.833062	0.131775	0.457868	-0.181802	1.139891	1.191690	0.358615	0.706105	0.319198	0.096830	0.387960	-0.227787	0.236216	0.015238	-0.112087	1.751578
0.056973	0.382966	-0.114304	0.255181	-0.003092	0.551661	0.813637	0.494282	0.865387	-0.558802	0.358257	0.024048	0.186743	-0.099779	-0.120926	-0.086881	1.471770
-0.528841	0.176959	-0.427331	0.150176	-0.050062	0.238272	0.823584	0.068038	0.900493	-0.230938	0.395488	-0.082197	-0.046631	-0.384740	-0.078351	0.114762	1.409525
-1.126713	0.273386	-0.256152	0.358006	0.235942	0.569769	0.484516	-0.258827	0.426276	0.483901	0.647172	-0.246658	-0.010609	-0.785920	0.080984	0.092875	1.371227
-0.729934	0.746824	0.104326	0.563957	0.327518	0.133212	-0.003008	0.016331	0.842654	0.389496	-0.155413	-0.789278	0.372170	-0.814346	0.988491	-0.014759	1.036788
-0.239484	0.668822	-0.450585	0.902057	0.023016	-0.132544	-0.600571	0.100563	0.453890	0.943689	-0.312779	-0.714336	0.253734	-0.389811	0.460168	-0.161529	0.753017
-0.819964	-0.012746	-0.256682	0.502150	0.014033	0.158346	-0.653630	-0.127032	-0.150974	1.104946	-0.279963	-0.398911	0.246467	0.409616	0.556746	-0.197139	0.554101
0.072091	0.084042	-0.561005	0.331423	-0.525260	0.192727	-1.233210	0.223542	-0.254680	1.443120	0.123362	-0.254029	0.116798	0.597843	-0.078311	0.108654	-0.132849
-0.687208	0.668780	0.028877	0.357963	-0.644470	-0.236413	-0.961204	0.949988	-0.183005	1.134050	0.104454	-0.332813	0.734909	0.486847	0.657925	0.095701	-0.350709
-0.303682	0.194474	-0.381674	0.312529	-0.604570	-0.396287	-0.408122	-0.123352	0.248333	0.284544	-0.080816	0.189830	0.280508	0.503591	0.141050	-0.272445	-0.184510
-0.061843	0.015101	-0.224262	0.739583	-0.414912	0.011460	-0.690986	-0.154121	0.725431	0.106635	-0.500196	0.705174	0.575847	0.844945	-0.515946	-0.455986	-0.470244
-0.446644	0.146326	-0.553128	0.358441	-0.493105	0.620078	-0.435733	0.228510	0.292488	0.504236	-0.758689	0.605940	0.499573	0.539829	-0.753580	-0.343210	-0.406254
0.176461	0.628530	-0.532880	0.255586	-0.344404	0.783708	-0.247254	0.343844	0.154597	0.736080	-0.631005	0.623241	-0.265226	-0.145204	-0.332147	0.140898	0.042475
0.200340	0.627033	-1.164472	0.304972	0.001884	0.835385	-0.559654	-0.270736	0.233567	0.348163	-0.237265	0.927292	-0.489716	-0.119568	0.163999	-0.205140	-0.247022
0.436962	0.354529	-0.173083	0.533558	0.970968	0.889695	-0.957917	-0.187252	0.166703	0.224675	0.043855	0.518358	-0.439157	-0.383694	-0.213728	0.033013	0.057218
0.072673	0.455578	-0.210134	0.211661	0.671178	0.653116	-0.658005	0.474799	-0.425987	0.329118	0.168803	0.921383	-0.594193	0.241465	-0.398503	-0.436950	0.648686
0.190179	-0.233641	-0.466072	0.488397	0.265731	0.332891	-0.683126	0.427496	-0.477655	0.202410	0.501114	0.050146	-0.240593	0.072610	-0.228477	-1.016169	0.230024
-0.694626	0.185506	0.417546	0.869772	0.281304	0.121010	-0.735390	0.007974	-0.300071	0.822465	0.080237	-0.222918	-0.623856	0.100006	-0.348299	-0.532106	0.079058
-0.429737	0.131772	0.471817	0.672035	0.446739	0.194680	-0.452182	0.242979	-0.227037	0.705901	-0.455494	-0.268220	-0.418284	0.207636	-0.807431	-0.316707	-0.236130
-0.491015	0.166019	0.306276	0.012852	-0.157413	0.744609	-0.317501	-0.067876	-0.387506	1.092956	-0.476007	-0.105948	-0.166707	0.031256	-0.304004	-0.417501	-0.483079
-0.414884	-0.183120	0.335266	-0.358597	-0.102586	0.693522	-0.279251	0.604745	-0.433054	0.667445	-0.151165	-0.034495	-0.456210	0.292265	-0.026748	-0.547221	-0.217485
-0.558827	-0.186277	0.308449	-0.153911	-0.512499	0.057110	0.125707	0.582782	-0.082792	0.459294	-0.998359	-0.454057	-0.374042	0.479952	-0.303889	0.112403	-0.064800
-0.551957	0.166768	-0.236905	-0.426511	-0.434215	0.293930	-0.388403	-0.302722	-0.575146	0.047535	-1.454148	-0.523049	-0.414335	0.328749	0.133855	0.285374	0.189678
-0.241286	-1.077645	0.028395	0.061020	0.004323	0.213690	0.070567	-0.352084	0.141361	0.020748	-0.453727	-0.907866	-0.013124	0.200078	0.320291	0.267437	-0.236759
0.683243	-0.929983	0.537459	-0.068521	-0.655941	0.740851	-0.030147	-0.443656	0.295867	0.573014	-0.293771	-0.632523	0.323126	0.719838	0.446434	0.468466	-0.926664
0.377634	-0.332682	-0.181363	0.380260	-0.021969	1.325738	-0.527543	-0.805254	0.238723	0.565604	-0.046001	-0.633515	0.024694	0.280175	0.227046	0.358585	-0.857546
0.560384	0.529109	0.429336	0.237759	0.614168	0.980159	0.290165	-1.162972	-0.136656	0.699489	-0.346547	-1.322212	-0.460181	0.162185	0.112126	-0.361533	-1.355501
0.316638	0.197846	0.526284	0.160747	0.367221	1.075357	-0.916859	-1.030237	-0.679373	0.942974	0.374483	-0.643846	0.264479	0.319546	0.265664	-0.326688	-0.292893
0.406883	0.496584	0.986572	0.259157	0.057716	0.580366	-0.519890	-1.080008	-0.335379	0.556764	-0.213015	-0.137762	0.454144	-0.104670	0.274059	-0.999902	-0.225959
0.625026	0.203951	0.473406	0.534348	0.703119	0.195018	-0.392590	-0.740067	-0.256873	0.589947	-0.325890	-0.356408	0.774068	-0.459252	0.726006	-1.126365	-0.039117
0.602472	0.391620	0.285487	-0.226862	0.184616	0.158149	-0.011997	-0.391258	-0.717546	1.368902	-0.015636	0.034728	0.966923	-0.586214	0.490894	-0.915791	0.179580
1.166728	0.834285	-0.762204	-0.306259	0.017871	0.434646	0.104901	-0.063904	-0.403472	0.541962	0.267616	0.240380	0.662977	-0.391980	0.492615	-1.016141	-0.085269
1.046228	0.285238	-0.423528	-0.304460	-0.319397	0.840803	0.020923	-0.150294	0.071486	-0.348446	0.004344	0.008541	0.457650	-0.261453	0.229151	-1.254390	0.066376
0.506844	0.149956	-0.056045	-0.649249	-0.112382	0.222287	-0.244387	-0.594892	-0.173821	-0.593182	0.274153	-0.333981	0.079584	-0.338076	-0.020466	-1.208114	0.179151
0.532173	0.217808	-0.409854	-0.291007	0.317042	0.407445	-1.233730	-0.232568	-0.151721	-0.865495	0.507860	0.038438	0.659825	-0.431731	-0.014871	-0.588353	-0.047882
0.674743	0.059684	0.196905	-0.364233	0.302339	0.282193	-0.938844	-0.344683	0.246172	-0.338675	0.512967	0.194870	0.434615	-0.219580	-0.232215	-0.438199	0.004435
0.176356	0.152972	0.393822	0.092746	0.262580	0.209873	-0.586966	0.201231	-0.067966	-0.116839	-0.053252	0.621856	-0.104701	-0.236024	-1.285413	-0.546721	0.230932
0.112326	0.277379	0.280869	0.609406	0.476681	0.538443	-0.665396	-0.274569	-0.100012	0.001047	0.405121	0.316729	-0.009010	0.196310	-1.164876	-0.688579	0.354215
-0.173207	0.785334	0.297668	0.933402	0.787998	0.210194	-0.560712	-0.328522	-0.438948	-0.433074	0.019566	-0.562246	0.743572	-0.051776	-1.167909	-0.024966	0.511886
-0.190408	-0.089639	0.291995	0.155303	0.626196	0.041690	-0.760360	-0.477242	0.045553	0.249901	0.364145	0.083160	0.997469	0.796791	-1.483281	0.332658	-0.150925
0.512462	-0.532185	0.193027	-0.059589	0.428978	-0.352232	-0.087591	-0.405539	-0.468695	0.390629	0.481922	-0.139827	0.614994	0.901686	-1.639865	-0.228496	0.394808
1.291694	-0.026130	0.229927	-0.172987	0.876466	-0.512830	-0.811649	-0.809378	-0.526956	0.499801	0.162352	0.184840	0.268103	0.320616	-1.336036	-0.354192	1.087352
0.241973	0.130041	0.369820	-0.154374	0.492632	-0.616703	-0.731079	-0.101498	-0.509356	0.457568	-0.354607	0.523139	-0.324420	0.051279	-0.844814	-0.789752	0.371557
0.368685	0.508885	0.616227	0.250525	0.412190	-1.317282	-0.433414	0.320544	-0.098066	0.635424	-0.413885	-0.314857	-0.305410	-0.240986	-0.319533	-0.753725	0.610997
-0.039886	0.396367	0.033564	0.504284	0.430544	-0.921024	-0.675028	-0.216181	-0.223581	0.227627	-0.269092	-0.054072	-0.583302	0.074596	-0.045084	-0.535999	0.022308
-0.146743	0.073871	-0.077017	-0.077847	0.237438	-0.331516	-0.949839	0.262100	-0.111274	-0.281547	-0.802570	0.357116	-0.828446	0.110777	-0.225376	-1.003090	-0.276684
-0.545946	-0.083233	-0.367616	0.183049	-0.048326	0.226232	-1.362458	-0.053475	-0.209223	0.454200	-1.231945	0.200058	-0.459106	0.173767	0.350702	-0.291522	0.052544
-0.537230	0.139321	0.024759	-0.100947	-0.419729	0.059598	-0.797655	-0.109414	-0.088848	0.325434	-0.772397	0.202713	0.195892	1.037787	0.734783	-0.106973	-0.343022
0.114202	0.044127	-0.076823	-0.596284	-0.135834	0.155896	-1.332455	-0.034962	-0.693884	-0.374770	-0.722115	0.085071	0.073096	0.568558	0.606483	-0.160450	-0.114152
0.386916	-0.065435	-0.246369	-0.580021	-0.760229	0.539045	-1.645417	-0.288914	-0.577861	0.060024	-0.699647	0.028527	-0.245697	0.564555	0.033812	-0.195467	0.327491
-0.066819	-0.345703	-0.020902	-0.723710	-0.552766	0.735490	-1.303859	-0.474647	0.016528	0.551217	-0.612712	-0.780772	0.221443	0.328132	0.187351	0.068875	0.215717
-0.453848	0.519978	0.057458	-0.538691	-0.146102	0.648111	-0.572674	-0.687561	0.052162	0.576525	-0.338641	-0.797287	0.670556	-0.238398	-0.179071	0.514271	0.431706
