trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
-0.094598	0.294442	0.244924	0.160032	-0.325310	-0.007637
-0.031664	-0.031106	0.124543	0.183159	0.119298	0.151678
0.130417	-0.005124	-0.166274	-0.091464	-0.312343	-0.055315
-0.140151	-0.104145	0.109707	0.187319	0.290693	-0.108884
0.208353	0.207291	0.247865	0.141648	0.165759	0.216262
0.174841	0.321115	0.273838	0.164879	0.125116	-0.272057
-0.191382	-0.033898	0.006818	0.100394	-0.115863	0.031770
0.321994	0.307807	0.150929	-0.109872	-0.088469	0.420094
-0.184795	-0.145911	0.217423	0.138558	0.446893	0.161860
-0.098076	-0.017837	0.089927	0.030588	0.165820	0.341112
-0.021609	0.017294	0.038763	0.066697	-0.132751	-0.096439
0.298648	-0.060123	0.257215	-0.016338	0.131216	-0.162419
0.505101	-0.514735	0.294626	-0.162310	-0.034247	0.038193
-0.067700	0.078452	0.018980	-0.133326	-0.062982	-0.348168
-0.434817	0.222846	-0.303308	0.033163	0.206239	0.178174
-0.216931	0.015892	0.111121	0.022464	-0.139631	-0.081476
0.247893	-0.246449	0.105637	0.060092	0.237216	0.026502
-0.235043	-0.063950	0.294571	0.352881	-0.143020	0.064719
0.286264	0.301070	0.183603	-0.053827	0.074555	0.197435
-0.131077	-0.138969	0.033133	0.163735	-0.130556	-0.061900
-0.087122	-0.184878	0.081497	-0.170200	-0.025613	0.210091
0.168664	-0.066957	0.019173	-0.167877	0.044356	0.316146
-0.193723	-0.207287	0.179608	-0.012970	-0.028158	0.234323
-0.464297	0.414726	-0.025421	-0.066199	0.027159	-0.178138
0.023492	0.017488	-0.144900	-0.366299	0.292007	-0.067656
-0.252940	0.007416	-0.105754	0.052134	0.125945	-0.122877
0.427802	0.224209	-0.124384	0.017924	0.342934	0.259561
0.177203	-0.243925	0.047157	0.214130	0.059204	-0.341154
-0.203927	-0.067067	-0.120978	-0.312828	0.082245	-0.430493
-0.337417	-0.307658	-0.011067	0.325247	-0.046394	-0.283712
-0.324588	-0.182494	0.005318	0.065105	-0.084648	0.135658
-0.002193	0.338052	0.170547	0.243705	0.151220	-0.089917
0.075854	0.172932	0.106983	-0.016827	0.124652	-0.347065
0.047287	0.125472	0.265487	-0.034537	-0.174872	-0.168602
0.219559	-0.051389	0.056554	0.351705	-0.023133	0.109642
0.106481	0.145585	-0.152356	0.170409	-0.497244	0.089942
0.171303	0.041942	-0.155406	0.313584	0.237825	-0.118998
0.424659	0.139829	-0.240730	0.170082	0.283901	0.096370
0.184852	0.405987	0.078490	-0.269665	0.096292	0.008545
0.074126	0.054001	-0.047367	0.000438	-0.058489	0.035974
0.412362	-0.155615	0.031955	0.285524	0.002950	-0.208625
0.025228	-0.011259	-0.143450	0.156312	-0.063822	-0.022789
-0.154273	-0.030736	-0.242386	0.403141	-0.105367	-0.131371
-0.126665	0.295401	-0.455249	-0.224044	-0.483424	0.000630
-0.151130	0.091349	-0.006645	-0.180921	-0.138637	0.008995
0.068548	0.011999	-0.113232	0.063657	0.238171	0.098892
0.220074	0.219373	0.051207	-0.535148	-0.040239	0.017038
-0.060080	-0.126374	-0.132502	-0.147942	-0.190467	-0.006906
0.117742	-0.159276	0.046954	-0.166917	-0.185057	0.075536
-0.019181	-0.466822	-0.124958	-0.033078	-0.067126	0.359209
0.248295	-0.245743	0.102891	-0.361391	-0.115645	-0.035609
-0.057402	0.301021	0.021264	0.077627	-0.033576	-0.170490
0.141943	-0.007613	-0.198082	0.197491	0.069002	0.363321
-0.241862	0.059916	0.057210	0.020525	0.017659	-0.088655
0.323372	-0.104631	0.522817	0.174996	-0.122982	0.135334
-0.011079	0.193890	0.104864	-0.084086	0.042405	0.052252
0.166240	-0.064572	-0.010901	-0.137824	-0.189196	-0.284073
-0.302725	-0.364277	-0.020789	0.141458	-0.071347	-0.042465
0.220376	-0.315387	-0.136323	-0.095568	-0.105281	0.218155
-0.441922	0.199493	-0.222355	-0.224904	0.415208	0.056610
0.161459	0.424434	0.030820	-0.208397	0.079111	-0.136345
0.011685	0.341037	0.302523	0.000964	-0.093781	-0.059760
0.081915	-0.043518	-0.099666	-0.355180	-0.252942	0.033107
0.028625	-0.023001	-0.063625	-0.148475	0.380601	-0.098666
-0.288819	-0.319797	0.463783	0.238758	0.017713	0.161191
0.110156	0.000850	-0.157956	0.080975	0.126956	0.141259
-0.001169	0.324011	-0.311601	-0.027753	-0.075315	-0.252023
-0.099647	0.054393	-0.130450	0.374266	0.130425	-0.026171
0.149150	0.329898	0.234510	-0.099019	-0.100954	0.266257
-0.129828	-0.299693	-0.092587	0.068355	0.006890	0.234866
-0.285278	-0.098857	0.238631	0.061612	-0.198612	-0.328985
0.210499	-0.034356	0.315154	0.130699	0.121712	-0.067236
-0.195380	0.126039	-0.019729	-0.071234	0.067236	-0.178213
-0.065288	0.008876	0.013938	-0.196779	-0.237212	-0.001341
0.270147	0.000769	0.125200	0.123640	-0.341324	-0.045328
0.336288	0.240128	0.056504	0.127245	-0.503640	0.032543
0.112068	-0.103232	-0.217721	-0.012442	0.131854	0.047430
-0.119654	-0.183636	0.053776	-0.094275	0.004653	-0.261413
-0.307969	0.062267	0.007103	0.238149	-0.111515	0.335578
-0.159244	0.146443	-0.184811	0.297783	0.107510	0.119454
-0.031931	0.430534	0.001430	-0.197666	-0.179715	-0.128235
0.009429	0.069956	-0.129041	-0.263541	-0.314321	-0.141941
-0.154830	-0.045428	-0.139605	0.428256	0.039901	-0.162507
0.277377	-0.263345	0.230245	-0.312685	-0.307920	0.208508
-0.127614	-0.217486	0.061391	-0.232518	0.121647	0.111226
-0.227289	0.102266	0.210812	0.230436	0.227337	0.211585
-0.200634	0.166958	0.395936	0.039900	0.080486	-0.111258
