trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
0.206200	0.542036	0.331601	-0.018019	-0.122101	-0.108180
0.016121	-0.029768	-0.136839	0.538544	0.125720	-0.155351
0.346783	0.077763	0.139053	0.263096	-0.023813	0.285530
0.041360	-0.091983	0.310811	-0.097191	-0.222586	0.240188
0.138115	0.021684	0.103257	-0.277344	-0.293849	-0.024065
-0.141362	0.368631	0.091409	-0.060360	-0.050709	0.046901
0.009619	-0.197918	-0.195887	0.257201	0.154327	-0.061439
0.344983	0.257380	-0.010407	0.132076	0.077919	-0.023421
-0.236155	0.139735	-0.104889	-0.142957	-0.352681	0.365511
-0.186495	0.176752	0.004070	0.014105	0.322856	-0.451069
0.085507	-0.133491	0.330493	-0.190383	0.329466	-0.159168
-0.137446	0.062132	-0.049642	-0.121871	0.186229	-0.079452
0.349607	-0.103496	0.038268	-0.162080	0.218080	-0.042984
-0.026270	-0.218775	0.240029	-0.132907	0.253498	0.219276
0.147520	-0.088336	-0.188078	-0.066455	-0.275608	0.201545
0.048269	0.004352	-0.374559	-0.327040	0.212176	0.124633
-0.478979	0.263796	-0.139541	0.123520	-0.305766	-0.014623
0.082547	-0.203070	-0.008018	-0.184007	0.087272	0.262891
-0.054814	-0.021114	0.022653	0.020493	0.030438	-0.063025
0.255458	0.010001	0.211231	0.115540	-0.029149	0.055751
0.082574	0.147699	-0.248323	0.074488	0.045246	0.003165
-0.002384	0.375968	0.082516	-0.221601	0.141747	0.280715
-0.224030	-0.071101	-0.225203	-0.046914	0.359500	-0.171677
-0.114246	-0.053726	0.124942	0.057415	0.099704	-0.255812
-0.070593	-0.101807	-0.145381	0.125013	0.364645	-0.381958
-0.143906	-0.088415	0.341310	0.049234	-0.276748	-0.150435
0.060614	0.319476	0.357366	0.140370	-0.398746	-0.163155
0.197899	-0.158178	-0.259176	0.104516	-0.316912	-0.153758
0.203842	-0.161444	-0.222585	-0.155310	-0.185588	-0.071196
-0.590053	-0.166723	0.013312	0.266016	-0.064425	-0.026196
0.213207	-0.302442	0.178812	-0.043396	-0.221947	-0.101914
-0.426131	0.287615	0.219151	0.051516	0.476809	-0.050483
0.103910	-0.044359	0.472822	-0.240178	-0.141949	0.439743
-0.272857	0.089186	0.219185	-0.102526	0.125120	-0.033287
-0.014780	0.008880	-0.301991	0.173822	-0.279088	0.060087
-0.122789	0.368554	0.066225	-0.038234	-0.062007	0.200012
0.041952	-0.188701	-0.038465	0.214361	-0.202510	-0.325703
-0.178209	0.098320	0.224748	0.172308	-0.082711	-0.117196
0.247645	0.314719	-0.131257	0.141842	0.146134	-0.042926
0.058693	0.083375	-0.227671	-0.168052	0.081018	-0.212892
0.118079	-0.191361	0.238569	-0.248316	-0.387522	-0.056650
0.184997	-0.012975	-0.251164	0.300749	0.129706	0.177726
-0.052622	-0.097465	-0.027105	-0.044529	0.381502	0.139261
-0.136590	0.385496	0.092286	-0.071792	0.172794	0.009823
-0.053404	0.081855	-0.439331	0.187885	-0.041188	0.061441
0.073394	-0.048771	0.181108	0.147564	0.106421	0.132423
-0.128281	0.042978	-0.010009	0.039646	0.326430	0.069100
-0.134789	0.198425	0.329222	-0.066535	-0.239208	-0.075914
0.094159	-0.155963	0.059597	-0.086554	0.139717	0.306593
-0.081471	-0.059512	0.311781	-0.098507	-0.099746	-0.183241
-0.132671	0.188925	0.042195	-0.106840	0.176378	0.204631
-0.080225	-0.031631	0.318310	-0.012132	0.132745	-0.185169
0.311596	-0.079096	0.062839	0.166772	-0.115310	-0.026338
-0.466108	0.213611	0.320458	0.128082	0.438646	0.120265
-0.040482	-0.051151	-0.318984	-0.033233	-0.195857	0.334791
-0.050680	-0.276604	0.069369	0.135527	0.394807	0.137637
0.233258	0.070472	0.048912	-0.099837	0.118935	0.301707
-0.119707	-0.120168	0.109251	-0.054011	0.323512	-0.504212
-0.018147	0.182326	-0.379896	0.046869	0.248444	0.024687
-0.172279	0.141737	0.008188	-0.082207	0.607827	-0.068927
0.578738	-0.022513	0.029895	-0.370028	-0.085375	0.238738
0.080978	0.210725	0.318893	-0.024520	-0.015517	0.108268
-0.027041	0.147571	-0.181416	0.053475	-0.120038	-0.011117
0.019641	-0.119051	-0.246567	0.246326	-0.010730	-0.253409
-0.104959	0.009466	-0.039182	-0.022139	-0.020870	-0.079277
-0.109500	-0.117630	-0.265820	0.076998	-0.043100	0.192956
-0.015488	-0.115055	-0.255772	0.119480	-0.042141	0.221126
-0.030921	-0.116071	-0.034292	-0.339469	0.217415	-0.046604
-0.398559	0.440734	-0.044708	0.132937	-0.356177	0.084519
0.100340	-0.075263	-0.135643	-0.080561	-0.140090	-0.097022
0.019703	-0.026550	-0.175057	-0.343863	0.032950	0.526179
0.280253	0.235116	-0.153236	0.192957	0.044446	-0.180315
-0.114576	-0.183587	0.142262	0.042178	-0.053187	-0.310887
-0.283986	0.097948	0.398326	0.019790	0.009271	0.361184
0.156674	-0.067966	-0.050234	0.140652	-0.028138	0.097876
0.215422	-0.034225	0.054473	-0.299772	0.113064	0.133628
0.240223	0.406971	0.004797	-0.037614	0.095836	0.090754
-0.006094	0.054381	0.261993	-0.217782	0.391575	-0.197151
0.053612	-0.000571	-0.191866	-0.273323	0.058097	-0.569328
-0.124745	0.041909	0.061024	-0.196164	-0.145668	0.093466
-0.076802	0.183147	0.236539	0.099985	-0.142155	0.263252
0.299448	-0.013591	-0.135063	0.321352	-0.149078	-0.028209
0.102383	-0.086040	0.108303	-0.176185	0.309200	0.083285
0.010257	0.121498	-0.121886	0.374449	-0.410065	0.180438
-0.208166	-0.393612	0.288040	-0.025823	0.167030	0.053296
-0.314860	-0.049315	0.103856	0.167820	-0.195460	0.044423
-0.023746	-0.048672	0.256225	-0.064521	-0.484465	0.185663
-0.385627	0.017337	0.030119	0.065900	-0.159796	-0.235324
0.068597	-0.001063	0.258556	-0.215749	0.167948	0.168597
0.070968	-0.268851	-0.332625	-0.026845	0.007292	-0.105558
0.300984	0.240273	0.084886	0.037588	-0.240852	-0.139653
0.210207	-0.164456	0.149846	0.305863	-0.012355	-0.098049
-0.181075	0.194168	-0.109317	-0.017778	-0.040634	0.106289
-0.258105	0.130276	0.006203	-0.129575	0.193124	0.018878
-0.321246	0.001059	0.138081	0.080014	0.218354	0.067641
0.093581	-0.118815	0.033818	-0.262951	-0.216922	-0.112042
0.134185	0.051265	-0.090824	-0.050403	0.127040	0.380772
-0.233516	0.296219	-0.007236	-0.289499	-0.261368	0.168632
0.228792	0.023556	0.290921	0.240402	-0.241199	-0.045253
-0.071455	-0.006392	0.036435	-0.182883	0.194418	-0.018827
0.260410	-0.071228	-0.461234	0.197299	-0.517872	0.088074
0.018416	0.220619	0.324640	0.132336	-0.182614	-0.044439
-0.153076	0.003289	0.074235	-0.207212	0.086027	0.093685
-0.074495	0.291156	-0.098770	-0.043768	0.064234	0.146717
-0.358660	-0.047851	-0.113216	0.128627	-0.253599	-0.132183
-0.313621	-0.417350	-0.195619	-0.162864	0.437470	-0.091588
-0.365303	0.201951	0.003095	0.142728	0.131698	-0.157174
0.152051	0.055497	-0.050139	0.242571	0.007410	0.290147
0.121897	0.157441	0.159919	0.039464	0.270802	0.044159
0.064825	-0.071354	0.011904	0.023560	-0.054273	-0.408673
-0.221248	0.022309	-0.193870	-0.286510	-0.093899	-0.034400
0.055629	0.148576	-0.147610	-0.172646	0.020787	0.460354
0.272863	-0.139495	0.392886	0.079565	0.179221	-0.215496
-0.059803	0.009179	-0.197415	-0.024773	0.135639	0.248564
0.055341	-0.184120	-0.195782	0.085920	-0.257123	0.079661
0.029247	-0.033421	0.109950	0.354062	-0.392012	0.087888
0.117250	0.047125	-0.142899	-0.194331	0.113509	-0.334092
-0.210905	0.409047	-0.092816	-0.244673	0.182083	-0.179891
0.385679	-0.110277	0.174276	-0.023035	0.355840	0.088238
-0.061245	-0.188665	0.091248	-0.239538	-0.110153	-0.347077
0.092173	-0.181776	-0.100406	-0.066033	-0.333715	0.020513
0.294413	-0.120627	0.007283	0.139986	0.309157	-0.459590
-0.188964	-0.174538	0.088329	-0.213209	0.076979	-0.108972
-0.325491	0.248120	-0.134887	-0.091640	-0.008735	0.018075
0.087318	0.052923	0.130668	-0.324704	0.258732	-0.250748
-0.012985	0.171200	-0.065996	0.202601	0.193339	0.072899
-0.289190	0.400408	-0.137898	0.023555	-0.124140	-0.198180
0.165257	-0.145549	0.147780	0.120070	-0.104544	0.087051
-0.118361	0.075833	0.379842	-0.226902	0.322963	-0.217724
-0.131815	-0.230399	0.228472	0.058135	0.220498	-0.055823
-0.338638	-0.228247	0.189592	-0.334571	-0.010180	0.264026
0.379762	-0.322447	0.008532	-0.249413	-0.232684	-0.288898
-0.067037	-0.329998	0.183873	-0.210423	0.146826	0.173836
-0.088312	-0.464375	-0.249840	0.370047	-0.142549	-0.058260
0.181717	0.064819	-0.310109	-0.081581	-0.275541	-0.155710
-0.167499	0.173379	0.093145	-0.465764	-0.018357	0.227865
-0.136270	-0.320776	0.074603	-0.066867	0.202207	-0.516348
