roi_1	roi_2	roi_3	roi_4	roi_5	roi_6	roi_7	roi_8	roi_9	roi_10	roi_11	roi_12	roi_13	roi_14	roi_15	roi_16	roi_17
0.671322	-0.460367	-0.296407	-0.397775	0.054877	1.061376	0.487163	0.205787	0.571575	-0.044437	-0.837812	0.121754	0.037186	-0.307811	0.419767	0.655991	-0.173085
0.689958	-0.144691	-0.166930	0.145090	0.279862	0.634265	0.573884	0.092526	0.058647	0.288753	-0.322901	-0.112486	-0.016992	-0.403925	0.047265	0.875617	-0.656202
0.962789	0.048514	0.210947	-0.655506	0.870082	0.098043	0.419854	0.150730	-0.009331	0.053059	0.602793	0.161438	0.088796	-0.555595	0.206684	0.914936	-0.859940
0.721720	0.094288	0.892315	-0.728608	0.876330	0.284445	0.461409	0.430182	-0.138975	-0.692356	0.264170	0.340209	-0.101318	-0.035113	-0.134803	1.273699	-0.476632
0.880423	-0.304667	0.663273	-0.421803	0.377092	-0.088330	0.403833	0.857471	0.202416	-0.584322	-0.189592	-0.153172	-0.427866	0.080488	0.426510	1.354196	0.452492
1.030224	-0.025431	0.484190	-0.148281	0.407836	0.506039	1.224750	0.979794	0.384791	-0.038731	-0.534845	-0.456682	-0.631662	-0.017845	-0.011258	0.421646	0.305542
0.041721	-0.160075	0.289662	-0.328627	0.689566	0.307844	1.005235	0.852888	-0.300732	-0.363844	-0.187379	-0.600832	-0.312752	-0.144961	0.099511	0.846265	0.480058
-0.617685	-0.295610	-0.242229	0.317657	0.074295	0.569431	0.597318	1.298304	0.381351	-0.754462	-0.015637	-0.430041	-0.385291	0.069898	0.191725	0.669180	0.354865
-0.617133	-0.420613	-0.176635	-0.159283	0.127609	1.022479	0.524715	1.016338	-0.030436	-0.939425	-0.067987	0.008863	-0.733546	0.405737	0.138352	0.131697	1.334277
-0.164839	-0.623457	0.326933	0.578662	0.407846	0.240526	0.409519	1.073230	0.071695	-0.139650	-0.231710	0.179232	-0.143405	0.418069	-0.300187	-0.023367	0.830658
0.589224	-0.680631	-0.180533	0.390475	0.356944	1.319677	0.679573	0.435703	-0.207094	-0.088277	-0.391842	-0.354243	-0.515405	0.372943	0.069170	-0.047106	0.479110
0.836167	-0.004476	-0.069430	0.438006	0.277593	0.470102	0.621609	0.704568	-0.290269	-0.031233	-0.508912	-0.233245	-0.138486	-0.021509	-0.782267	0.656445	0.796877
0.863565	-0.536384	-0.091677	0.760080	-0.417721	0.424971	0.643793	0.631653	0.185195	-0.049202	-0.625779	-0.159247	0.411940	0.187906	0.021311	0.441818	0.848708
0.530462	0.170639	0.269508	0.533724	-0.143459	0.298226	1.036556	0.073535	-0.141774	0.260225	-0.067791	-0.120041	0.309691	0.488169	0.057471	0.432312	0.574991
0.485433	0.033481	0.237053	0.287874	-0.581406	0.025377	0.357912	-1.000005	0.365816	0.636743	0.253221	-0.437268	-1.168356	0.273581	-0.070008	0.404697	0.856415
-0.031116	0.005974	-0.334536	0.142203	0.029039	0.521890	1.172082	-1.243345	-0.102065	0.043818	-0.160303	-0.247079	-0.430442	0.617028	-0.277241	0.109526	0.589362
0.466726	-0.269612	-0.540188	0.195920	-0.449384	0.715098	0.519427	-0.679029	-0.015655	0.425468	0.630514	-0.552816	0.097174	0.558095	0.058600	0.527227	0.899677
0.010843	-0.102027	-0.471629	-0.005156	-0.187110	0.505068	1.277221	0.017333	-0.815394	0.112023	0.175318	-0.182288	-0.247064	0.718282	-0.068794	0.175747	0.620847
0.129786	0.492462	-0.272853	0.267587	-0.575437	0.658617	0.642117	-0.306482	-0.294643	-0.667922	-0.456373	-0.600056	-0.502038	0.096575	-0.368853	0.150083	0.841447
-0.407260	0.046687	-0.368893	0.703894	-0.347668	-0.499776	0.489879	0.047042	-0.146135	0.310541	-0.270450	-0.520977	-0.199251	-0.471011	-0.295399	0.239515	0.455179
-0.543217	0.077165	-0.276044	0.016892	0.251205	0.150564	0.350444	0.632578	0.073639	-0.095441	-0.119687	-0.475574	0.272687	-0.183214	0.008835	0.067214	0.541907
-0.613468	-0.161889	-0.291510	0.234220	0.355613	0.074140	-0.104230	0.189397	0.302298	-0.302258	-0.343304	-0.517759	0.735003	0.277939	0.752972	-0.098096	0.312465
-0.657689	-0.508971	-0.710093	0.013568	0.078822	-0.265404	-0.017981	0.375769	0.503165	-0.270505	0.165800	-0.810857	0.467363	0.176113	0.544007	0.155526	0.172745
-0.838604	-0.384008	-0.692469	-0.709825	-0.465667	-0.537831	-0.016001	0.390280	0.357713	0.384285	0.335936	0.241869	0.638998	-0.042443	0.340060	0.458914	0.462427
-1.110193	0.046164	-0.092811	-0.610255	-0.972060	-0.353228	0.103563	0.518464	0.083157	0.403703	0.330950	-0.183523	-0.385268	0.013232	-0.385192	0.144348	0.012956
-1.175147	-0.144820	-0.323502	-0.023750	-0.186562	0.115481	0.830937	0.657354	0.287299	0.917113	0.088583	-0.937839	-0.315977	0.080547	-0.498813	-0.303361	-0.124763
-1.736955	0.579963	0.277018	0.619856	-0.389431	0.393607	0.730473	0.773486	0.334255	0.487885	-0.157825	-0.339055	-0.058187	0.575141	0.045575	0.038224	-0.491755
-1.115859	0.551625	0.365309	0.149335	0.064061	0.413755	0.526227	0.590344	0.482415	-0.045158	-0.500021	-0.331625	-0.282915	0.608977	-0.049705	-0.058304	-0.969615
-1.552790	0.963958	-0.554636	0.168882	-0.630320	0.408879	0.574446	0.686280	0.269296	0.203337	-0.631296	-0.057570	0.235258	0.455274	-0.076541	0.498229	-0.614697
-0.583786	0.616310	-0.430087	0.223537	-0.862155	0.105277	1.252553	0.630029	0.698178	-0.003544	-0.325479	0.285812	0.221124	0.731326	-0.730089	0.593373	-0.150739
-0.706436	0.596716	-0.430359	-0.112203	-0.678645	0.437066	0.963721	1.085545	0.931628	-0.582982	-0.905799	0.199831	0.516237	0.203130	-0.329095	-0.048448	0.059913
-0.481202	0.549669	-0.824978	-0.840247	0.274847	0.012936	0.215464	0.256274	0.297455	-0.900950	-1.311615	0.400266	0.121717	0.447309	-0.344444	0.209491	0.630201
-0.758450	1.175027	0.124071	-0.709156	-0.052698	0.294594	-0.038827	-0.059201	0.136512	-0.928396	-0.495424	0.258307	-0.246690	0.491388	-1.334271	-0.328304	-0.116594
-0.341385	1.015984	0.238796	-0.738874	0.020423	-0.076631	-0.163984	-0.266729	-0.168189	-0.735344	-0.366696	0.129625	-0.334772	0.218301	-1.271205	-0.435476	0.343036
-0.126248	0.468140	0.844487	-0.187003	0.484611	0.131203	-0.065219	0.117621	0.009205	-1.108705	0.171136	-0.020082	-0.317295	-0.150636	-1.355008	0.323201	-0.091705
-0.307445	0.675076	0.200671	0.040233	0.186302	0.041362	0.130726	-0.169225	0.096406	-0.763652	0.594920	0.094320	-0.093634	-0.309832	-0.293376	0.451772	-0.037913
-0.215125	0.851851	-0.607344	0.735377	1.252752	-0.309711	-0.183103	-0.181916	0.518543	-0.139709	0.139711	0.033322	-0.409576	0.157305	-1.026456	0.193034	0.607004
-0.222285	0.342189	-0.089781	-0.047548	0.610737	-0.157121	0.460295	-0.283694	0.547545	-0.462131	0.314901	0.502149	0.523241	0.255223	-0.910179	0.608678	-0.142069
-0.175248	0.187921	-0.287046	-0.048442	0.730805	-0.337392	0.324432	-0.293578	0.487913	-0.584139	0.232860	0.484267	0.079957	-0.305249	-1.273303	0.383521	-0.470802
0.110747	-0.215825	0.177049	0.496623	0.848040	-0.477708	0.730115	-0.452719	0.051123	0.359325	0.101441	0.955981	0.207892	-0.685165	-0.423040	0.048668	-0.559425
0.804953	-0.130761	-0.296321	0.242123	0.590063	-0.449972	0.419741	0.295603	0.452467	-0.184915	0.218634	0.952099	-0.030284	-0.499098	-0.162585	0.014242	-0.470508
0.861436	-0.428479	-0.279584	-0.028638	0.289909	-0.416153	0.209457	-0.008035	0.699521	0.387734	0.454220	0.994547	-0.437046	0.009525	-0.248153	-0.271159	-0.305696
0.957152	-0.073841	-0.488883	0.120344	0.087810	-0.353800	0.467303	0.000130	0.528046	-0.170789	0.351356	0.962589	-0.143999	-0.016002	-0.365516	0.086321	-0.473980
0.366527	-0.494534	-0.207144	0.429919	0.016140	-0.227246	-0.130556	0.161120	0.267123	-0.011482	0.304858	0.930956	-0.288983	0.002810	-0.687285	0.045552	-0.407133
0.423522	-0.671107	-0.087764	0.763154	0.396681	-0.485906	-0.467793	-0.105162	-0.223546	-0.292287	0.516825	0.155208	0.281259	0.136930	-0.413762	-0.212051	-0.712460
0.113039	-0.030113	0.231736	0.795650	-0.104988	-0.079579	-0.146385	0.357144	0.287515	-0.143467	0.340654	0.387781	0.832461	0.188052	-0.308329	-0.217532	-0.453795
-0.213007	-0.377996	0.461829	0.611793	0.120963	0.097518	-0.356006	0.369197	0.334258	0.546642	0.066221	0.110832	0.579784	-0.469374	-1.047244	-0.105493	0.263569
-0.729293	-0.278355	0.366004	0.307473	0.089201	-0.022531	-0.189495	0.360969	-0.234356	0.024884	-0.539913	-0.304835	1.128447	-0.768387	-0.659664	-0.142429	-0.357879
-0.274820	0.756839	-0.356016	0.594312	-0.622865	-0.342821	-0.417031	0.365361	0.439947	0.002664	-0.570203	-0.288139	0.676639	-0.174760	-0.728654	-0.193592	-0.447193
-0.263043	0.929042	-0.185053	0.412702	-1.090643	-0.322871	-0.804904	0.350761	0.635193	0.360059	0.383450	-0.541445	0.401930	0.151492	-0.666863	-0.241798	0.211715
-1.043732	0.762890	-0.593386	0.614267	-0.137426	-0.343046	-0.198693	0.190755	0.231353	0.562533	0.358675	-0.421697	0.235715	0.529943	-0.658093	0.472771	0.837103
-0.236272	0.074373	-0.804230	0.008219	-0.610539	-0.478544	-0.474591	0.083953	-0.212359	-0.077843	-0.102284	0.128373	-0.117747	0.338695	-0.457903	0.845213	1.069776
-0.200512	-0.163662	-0.467297	0.627398	-0.733583	-0.179598	-0.020982	0.033650	0.035923	-0.453793	-0.395587	0.323422	0.135015	0.664759	-0.429065	0.736561	0.550666
0.344201	0.246859	-0.490023	0.481122	-0.638245	-0.625438	0.382226	-0.217491	-0.137108	-0.627520	-0.504000	0.194014	0.374655	-0.065166	-0.237166	0.642613	0.601664
0.350503	-0.262265	-0.669903	0.473322	-0.081904	-0.549892	0.241879	-0.318921	-0.386520	-0.896411	-0.693126	-0.007639	-0.179924	-0.218575	0.209449	0.640802	0.715173
-0.350534	-0.237304	-0.428542	0.616846	-0.272667	-0.642866	0.199237	-0.194270	-0.462151	-0.304955	-0.675507	0.433550	0.049965	-0.785996	0.215324	-0.076219	0.654091
-0.063915	0.110359	-0.492337	0.715909	-0.017300	-0.783520	0.377664	-0.225723	0.043535	-0.748937	-0.771407	0.500279	-0.333680	-0.387477	-0.287552	0.261276	0.310350
0.041656	0.364055	-0.529151	0.158377	0.040300	-0.437837	0.408174	-0.106302	0.656088	-0.106227	-0.390346	0.100113	-0.038255	-0.195572	-0.475431	0.339757	0.649715
0.479520	-0.355340	-0.110875	0.069093	-0.062963	-0.540649	0.761192	0.165791	-0.003098	0.009152	-0.575932	0.602170	0.108171	-0.134578	-0.704509	0.628785	0.227696
-0.047754	-0.539168	-0.148807	0.280262	0.325602	-0.474045	0.220410	0.561877	-0.435768	0.740054	-0.578120	0.412315	0.433195	-0.180218	-0.936452	0.529459	0.222750
-0.310957	-0.128061	-0.478871	0.008889	-0.227734	-0.614216	-0.056423	-0.182713	-0.527526	0.759156	-0.293312	0.452341	0.956197	0.262657	-0.407522	-0.090997	-0.027126
0.366320	-0.685880	-0.363605	0.241236	-0.615003	-0.632678	0.481007	0.151639	-0.208274	0.327775	0.106493	0.454762	0.778156	0.097922	-0.580618	-0.377203	0.127646
0.098084	-0.676410	-0.092526	0.395626	-0.243886	0.003874	0.471289	0.017149	-0.198096	-0.082956	0.247396	0.735765	0.540597	-0.370926	-0.329184	-0.670041	-0.311843
-0.774884	-0.712723	0.329742	0.032893	-0.106524	0.534827	-0.469449	0.499690	0.009810	-0.016980	0.318265	0.728505	0.361483	-0.401939	-0.034100	-0.652685	0.045700
-0.526600	-0.574905	0.610368	0.120712	-0.038799	-0.196185	-0.137762	0.188559	0.110260	0.283357	0.474884	0.870583	0.058536	-0.680483	-0.126198	-0.650821	0.745626
-0.116332	-0.270338	-0.035709	-0.287029	-0.339589	0.228429	-0.391606	0.145872	-0.378775	0.128204	0.439656	0.856107	0.330426	-0.228404	0.210115	-0.979889	0.533022
-0.545848	-0.064322	-0.286994	-0.470815	0.172950	0.564082	0.140997	0.370947	-0.704182	-0.551687	0.364947	1.196910	0.258248	-0.486169	0.583697	-0.996405	0.754233
-0.295132	-0.575366	-0.974647	-0.571060	-0.036496	0.779615	0.389077	0.517933	-0.519288	-0.456326	0.188167	0.763412	0.651258	0.566052	0.803223	-0.514294	0.681103
0.244793	-0.985518	-0.288710	-0.448966	0.206092	0.281775	-0.073084	1.045907	0.282272	0.065393	0.556149	0.998369	-0.057881	0.076073	1.006146	-0.350757	-0.192895
0.584331	-0.619961	-0.033794	0.192389	0.159822	-0.165989	0.442060	0.750838	-0.240944	0.390557	1.119759	1.281436	-0.461658	0.063959	0.883706	-0.188480	-0.048711
-0.051047	-0.755253	-0.111930	-0.019848	0.423532	-0.438415	0.046253	-0.162751	0.112731	-0.018391	0.995625	1.459345	0.063278	-0.247609	0.837765	0.237439	0.231631
0.078134	-0.705447	-0.188512	0.022805	0.292107	-0.618244	0.244384	-0.320670	-0.165973	0.321569	1.053940	1.350532	0.363703	0.163662	0.545541	0.593709	0.056285
0.152172	-0.477568	-0.409758	0.333600	-0.302189	-0.605351	-0.369357	0.026723	0.380530	0.570738	0.579546	0.881285	0.859026	0.108768	0.631868	0.680878	0.369618
-0.460812	-0.528461	-0.737909	0.192863	-0.814595	-0.485737	0.310170	-0.010465	-0.067811	-0.024189	0.275953	-0.208884	0.349551	-0.573380	1.135126	0.806117	1.100148
-0.354728	-0.348836	-0.430915	0.114552	-0.879857	-0.206490	0.804849	-0.518213	-0.421924	-0.160180	0.177636	-0.568183	0.457471	-0.380721	1.278235	0.366005	0.654482
0.264849	-0.237600	-0.024053	0.724556	-0.631206	-0.105130	0.629699	-0.547561	-0.553167	0.121833	-0.114227	-0.910269	0.365072	-0.760736	0.458733	0.175093	0.377389
0.276222	-0.496741	0.301420	0.667703	-0.478061	0.032585	0.339663	-0.609033	-0.450034	0.140941	-0.435396	-0.235859	0.469299	-0.534138	0.188273	0.460743	0.355459
0.349252	-0.484922	0.560039	0.081495	-0.474680	0.219073	1.233964	-1.126575	-0.483796	0.006427	-0.776764	-0.443716	0.506349	-0.162765	0.423511	0.532002	0.372983
0.549649	-0.437734	0.535849	-0.539384	-0.659525	0.324484	0.698127	-0.915622	-0.097913	-0.822506	-0.305847	-0.329654	0.160029	0.248247	0.382011	-0.428713	0.169750
1.029350	-0.592734	0.286350	-0.900295	-0.230932	-0.062428	0.817915	-0.717879	-0.405408	-1.062134	0.306122	0.107555	1.160805	-0.326541	0.663944	-0.167033	-0.050971
0.875188	-0.190346	0.479687	-1.260995	-0.460232	0.069439	1.058072	0.337304	-0.159484	-0.562085	0.145459	-0.193702	0.231306	-0.115145	0.249306	-0.365729	0.369305
1.312674	-0.655055	0.340608	-0.802176	0.028833	-0.030453	0.970393	-0.168803	-0.774258	-0.429617	-0.182906	-1.177636	0.088556	0.048692	0.259421	-0.469863	0.643251
0.552690	-0.178797	0.214116	-0.188634	0.244640	0.004588	1.052622	-0.200956	-0.848695	-0.327981	0.035628	-1.226831	0.379066	-0.218057	0.375399	-0.722155	0.425813
0.983303	-0.128649	0.675264	0.245950	-0.488231	0.576533	-0.042737	-0.242178	-0.854790	-0.466594	0.002726	-1.042649	0.107881	0.242970	-0.048701	0.091266	0.048709
1.938724	0.105125	0.197085	-0.110407	-0.417019	0.202924	0.040163	-0.262218	-0.785130	-0.306657	0.026677	-0.400503	0.033171	0.630480	-0.493733	0.172410	0.099049
1.197376	0.418516	0.293949	0.731606	-0.635232	-0.104063	-0.317896	-0.763884	-0.514652	-0.108598	-0.143817	0.223647	-0.011921	0.262927	-0.334378	0.411705	-0.077649
0.797990	-0.311449	0.367467	0.392031	-1.076542	-0.239224	-0.747959	-0.962459	-0.016787	-0.111140	-0.021051	-0.001693	0.034005	0.359769	-0.290864	0.154244	0.199376
0.457677	-0.676082	-0.269897	-0.082711	-0.834707	-0.419893	-0.761334	-0.405470	-0.058693	-0.659815	0.340454	0.192955	-0.464073	0.219425	-0.637814	0.325479	-0.221941
0.206780	0.021898	-0.142753	-0.350248	-0.557303	-0.105819	-0.610949	0.232736	-0.635881	-0.502582	0.056032	-0.169489	-0.285162	0.217642	-0.338943	0.766437	-0.135678
0.122699	-0.218451	-0.457521	0.253547	-0.020813	-0.438770	-0.629565	-0.430407	-0.763963	-0.118980	-0.386217	-0.468736	-0.609517	-0.004805	-0.048910	1.088931	0.040034
0.126836	-0.201286	-0.493078	-0.002666	0.008021	-0.154094	-0.918261	-0.636071	-0.617741	-0.084593	-0.329963	0.184683	-0.038473	-0.605201	-0.274879	1.174048	-0.411787
-0.097997	-0.263431	-0.193216	-0.093525	0.121183	-0.033669	-0.547916	-0.116004	-1.330231	-0.091327	-0.089819	0.216167	0.171587	-1.032071	0.239361	0.161858	-0.411219
-0.246456	-0.748374	-0.137874	-0.124094	0.235997	-0.613901	-0.819167	-0.207238	-0.950631	-0.501410	-1.070032	-0.023060	-0.007535	-1.170841	0.624360	0.161659	-0.022695
-0.110109	-0.633563	-0.439757	0.357322	-0.027792	-0.419232	0.164633	-0.009925	-1.029101	-0.578459	-1.028034	-0.191373	0.123565	-1.590588	0.451577	-0.145420	0.051224
-0.473618	-1.132438	-0.228032	0.486107	0.279976	-0.286183	0.497723	-0.311992	-0.925629	-0.661914	-0.581895	-0.095951	0.160874	-1.489685	0.485419	-0.016825	0.168869
-0.193986	-1.401699	-0.202772	-0.179396	-0.340572	-0.686635	0.226343	-0.576661	-0.868696	-0.753561	0.055315	0.680333	0.089565	-0.702347	0.388650	-0.482370	-0.055126
-0.330569	-0.860044	0.240608	-0.356465	-0.285754	-0.612461	1.061734	-0.563218	-0.719652	-0.122392	0.036245	0.368984	0.078901	-0.064772	0.192259	0.119562	-0.167746
-0.024839	-0.678974	0.642245	0.318707	-1.168854	-0.797484	0.849862	-0.329847	-0.191330	-0.083296	-0.250825	0.318181	-0.190538	0.115262	0.429405	0.337559	-0.290373
-0.002377	-0.401103	0.443046	0.109373	-0.585741	-0.959893	0.884091	-0.866326	-0.258096	0.441804	-0.385362	0.416280	-0.250462	-0.230470	-0.007619	-0.288098	0.097033
0.374234	-0.019778	-0.313477	0.111720	-0.784366	-0.559962	0.058834	0.573627	-0.473915	0.545015	-0.000795	0.629682	0.047937	-0.046115	0.567760	0.319758	-0.256006
-0.365828	-0.062098	-0.467992	0.427168	-0.786318	-0.437708	0.235476	0.435608	-0.187558	0.200720	-0.149774	0.416297	0.661019	0.481090	0.329520	0.297452	0.300858
-0.438087	0.450966	-0.375193	-0.295802	-0.745181	-0.119875	0.948456	0.732227	0.367197	-0.429017	0.018377	-0.067860	0.326376	0.651232	0.096305	0.762644	-0.148444
-0.164006	0.029766	-0.597645	-0.318765	-0.342931	-0.512922	0.489853	0.793050	-0.288258	0.133811	0.365292	0.112713	0.107922	0.544547	0.291446	0.558414	-0.013085
-0.190607	-0.080721	0.028077	-0.311148	0.294776	-0.592275	0.544809	0.523164	0.047073	0.776060	-0.027632	0.080902	-0.011335	0.032777	-0.162471	0.521596	-0.136453
-0.598190	-0.160443	-0.437638	-0.605460	0.261014	-0.783454	0.354497	0.124308	0.350381	0.973467	-0.031319	-0.324705	0.195411	0.071278	-0.018177	0.560926	0.396015
0.219156	-0.069248	0.251149	-0.445105	0.509094	-0.140821	0.754476	0.086649	0.254129	0.832409	-0.628215	-1.019106	0.062421	-0.083022	-0.203098	0.845366	0.071501
0.569522	-0.159256	-0.346468	-0.480862	0.866660	0.372842	0.382296	-0.345325	0.032036	0.439940	-0.705562	-0.179332	0.127600	0.064242	0.292778	0.479935	-0.224986
0.179385	0.409027	-0.266978	-0.818860	0.733389	0.170633	0.108746	0.068330	-0.228247	0.979994	-0.646861	0.355678	0.239296	0.066623	0.315803	0.951503	-0.034897
0.249573	0.497775	-0.196922	-0.993636	0.358530	0.187557	0.318582	-0.576696	-0.438157	0.487480	-0.383560	0.266924	0.142024	0.209115	-0.007087	0.731297	0.259674
-0.117830	0.551727	0.142298	-0.774773	-0.213463	0.120885	0.133807	-0.101527	-0.706329	0.445850	-0.621338	-0.168648	0.678534	0.038061	-0.347807	0.351471	-0.109537
-0.216765	0.137284	-0.035118	-0.885898	-1.010498	0.287965	0.945764	-0.302239	0.783556	0.278537	0.156469	0.503232	0.218690	0.139078	-0.876609	0.101288	-0.033013
-0.312850	-0.119221	-0.090399	-0.037430	-0.496603	-0.178678	0.869755	0.820775	0.605375	0.105649	-0.318594	0.312441	-0.627891	0.207722	-0.542138	0.419767	0.539819
-0.279133	0.433626	-0.169077	-0.401581	0.150588	-0.165878	0.258920	0.523451	0.339957	0.439326	-0.506414	-0.172795	-0.200899	0.294012	-0.442716	0.623874	0.585178
0.279163	0.243918	0.075290	-0.411984	0.315880	-0.045251	-0.148661	0.549845	0.448624	0.053562	-0.205720	-0.317562	-0.550227	0.743236	-0.411859	0.411574	0.519902
0.382607	-0.233376	0.030310	-0.233140	0.152314	-0.717136	0.567412	0.115668	0.106947	0.163994	0.360616	0.016829	-0.168843	0.319606	-0.639756	0.235507	0.295995
0.494895	-0.223234	-0.785881	0.511730	-0.100868	-0.596638	0.018131	0.069033	0.162808	0.117042	0.614673	0.094040	0.166582	-0.039026	-0.382828	0.245107	0.242308
0.133377	-0.036649	-0.346573	0.087531	-0.303020	-0.524826	0.072409	-0.003017	0.382288	0.477465	0.632137	-0.254308	0.196768	0.061751	-0.083887	0.128913	-0.352693
0.172895	0.174596	0.027984	0.025047	0.225551	-0.057216	0.146473	-0.147308	-0.634687	1.003894	0.542659	-0.566119	-0.219624	-0.120692	0.050082	0.450167	0.174439
