trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
-0.011041	-0.077216	0.441657	-0.584056	-0.156560	-0.143308
-0.041386	0.042684	0.019760	-0.159858	-0.289720	-0.007163
-0.033053	-0.330007	0.087583	-0.326481	-0.137679	0.127369
0.169823	0.090023	-0.189557	0.025580	-0.128883	-0.359830
0.124767	-0.046741	-0.389141	0.080062	-0.239873	0.037967
0.103057	0.071429	0.068871	0.034576	0.117392	0.004773
0.119130	0.072659	-0.095278	0.069535	0.127190	0.008782
0.076779	0.280208	0.258769	0.004041	0.085775	0.199619
-0.035702	0.164600	-0.141628	-0.029234	0.435688	0.045337
0.052244	-0.164887	-0.006601	-0.019152	-0.315908	0.013811
-0.377512	0.095921	-0.045417	0.082834	0.259050	0.121581
-0.236054	0.038248	0.119761	0.037062	0.026432	0.010399
0.293532	-0.183753	0.014244	-0.083383	0.256109	0.223573
-0.183432	-0.150098	-0.065832	-0.092392	0.034591	-0.422187
-0.130055	-0.119533	-0.251242	0.060916	0.042103	0.122706
-0.042407	0.180940	0.053355	-0.307000	-0.132168	0.146936
-0.055625	0.061575	0.158156	-0.235700	0.180615	-0.129799
0.177953	-0.355173	0.388579	-0.016882	0.221948	0.337993
0.007905	0.123366	0.088948	0.130229	-0.131893	-0.181482
-0.372865	0.233045	0.555687	-0.242546	-0.015576	-0.006510
0.006640	0.082516	0.032469	0.109780	0.048439	-0.088258
-0.185821	0.006062	0.068960	0.327541	0.083842	-0.074757
-0.111714	0.212397	0.196651	0.245281	0.155531	-0.003519
0.138149	0.121146	0.101274	0.716870	0.042833	-0.102257
-0.144637	0.229092	-0.145816	-0.242920	-0.146941	0.032540
0.243477	-0.149677	-0.273533	-0.212127	-0.353183	0.202059
0.315402	-0.214909	-0.067150	0.048499	-0.173254	-0.014715
-0.288280	0.157919	0.069486	-0.060446	-0.142325	-0.047873
-0.081448	0.241301	0.220451	0.099171	-0.071759	0.066376
-0.102240	-0.076896	0.016812	-0.195604	0.184735	0.241284
0.456961	0.518439	-0.146704	0.260561	-0.073649	-0.024349
0.249142	0.229572	-0.197612	-0.041392	-0.048150	-0.304929
-0.130903	-0.291704	-0.252006	-0.148938	-0.295936	0.261436
0.312805	0.613106	-0.159343	-0.043276	-0.048360	0.096095
0.025090	0.081525	0.021237	-0.133243	0.026357	-0.186635
0.571266	-0.083149	-0.044618	-0.363193	0.225887	-0.262570
0.216868	-0.013909	-0.257035	0.236726	0.026823	-0.070498
0.090916	0.038725	-0.040726	0.365305	-0.003425	0.197517
-0.075299	0.410635	0.217857	-0.011703	0.145568	-0.081922
-0.103622	0.207403	0.314647	0.151719	-0.038245	-0.266172
-0.047510	-0.093479	0.011011	0.150339	-0.027715	0.089364
-0.038173	0.037051	-0.125100	0.241367	-0.252426	-0.041680
-0.003335	-0.330857	-0.174790	-0.416342	0.229797	-0.397211
-0.035048	0.328099	-0.176308	0.243062	0.047369	-0.067967
-0.057876	0.142411	-0.006090	-0.181351	0.148667	0.041341
-0.105824	0.019131	0.158442	-0.142555	-0.008224	-0.146953
-0.337481	0.137113	0.134861	0.147609	-0.431387	-0.019724
0.003458	-0.223292	-0.058233	-0.330114	0.328127	-0.150170
-0.042175	0.110021	-0.181100	-0.065838	0.271653	0.199592
0.216575	-0.151955	-0.128717	-0.019710	-0.063521	-0.068573
0.052092	0.401138	0.205251	-0.124040	-0.080761	-0.248978
0.173540	-0.004238	0.110725	-0.086541	0.099416	0.015454
0.173077	-0.120810	0.226582	-0.032490	-0.019361	-0.207471
0.025867	-0.314442	-0.219864	-0.063091	0.268458	0.171772
-0.170666	-0.153674	-0.195381	0.278216	-0.058077	-0.025504
-0.283177	0.129120	0.281990	-0.117340	-0.324629	-0.043039
0.173614	-0.314060	-0.118771	-0.382770	-0.170141	-0.219476
0.099091	0.022342	0.123859	0.066280	-0.393341	0.404033
0.282232	-0.156159	0.009558	-0.040034	-0.059916	0.003022
-0.250012	-0.086428	0.159278	0.034524	-0.113354	-0.292322
0.103997	0.013497	-0.019150	-0.085449	0.152632	-0.197839
-0.139067	-0.046976	0.194917	-0.423774	0.252686	0.099926
-0.343389	-0.010598	0.293840	-0.024490	0.173189	0.100076
0.313113	0.271805	-0.452264	0.129747	-0.274153	-0.070797
-0.170461	-0.015810	-0.227237	0.222604	-0.417964	0.330045
0.110909	0.032253	0.241296	0.264466	0.419615	0.239427
0.100429	-0.195145	-0.014868	-0.227145	-0.154414	0.240677
0.414617	-0.076446	0.130708	-0.032436	0.244168	0.130039
0.023961	0.100226	-0.051475	0.052893	-0.117590	0.148912
-0.061697	-0.045910	-0.159024	-0.490258	-0.300157	-0.085544
0.540031	-0.042683	0.201124	0.040280	-0.116889	-0.276354
-0.021085	0.119467	-0.461133	-0.207224	0.168735	0.107480
-0.061901	-0.241528	0.092802	-0.074315	-0.287064	0.092748
-0.134566	0.047456	0.059374	0.114536	-0.010377	0.181796
0.336842	0.057247	0.007908	-0.142838	0.256412	0.269947
-0.247346	0.220926	0.085447	-0.048356	0.014710	-0.055328
-0.057242	-0.126108	0.069785	0.119186	0.055378	-0.057338
0.043275	0.459579	-0.124755	-0.194450	-0.086930	0.484655
0.025709	0.296888	0.056456	0.195808	-0.069234	-0.003827
-0.300070	-0.136845	0.062017	0.055086	0.281271	0.027019
-0.313320	-0.166547	0.365087	0.372708	-0.042660	0.136433
-0.044580	-0.140399	-0.200658	-0.153913	-0.059024	0.125099
0.045916	0.106616	0.152358	0.125902	-0.298943	-0.518219
-0.123515	0.036302	0.278692	-0.066772	0.152889	-0.309200
0.136100	0.150203	-0.085419	0.427482	-0.212509	0.116639
0.160188	-0.017100	0.215818	0.225565	-0.199951	0.015337
0.154269	-0.034562	-0.044460	-0.252490	-0.004417	-0.145086
0.341542	0.043469	0.062525	-0.144315	-0.012094	0.003874
0.248437	0.120965	-0.030082	0.054942	0.128284	0.027545
-0.066548	0.052576	0.099556	-0.224458	-0.005196	0.562246
0.461308	0.121137	0.165258	-0.023852	-0.220852	0.121237
-0.013304	0.014977	0.174196	-0.255052	-0.048395	0.187605
-0.173041	0.015531	0.180709	0.010146	-0.104036	0.249160
0.122173	-0.142034	-0.026870	0.270889	0.050311	-0.139721
-0.244576	-0.110730	0.164826	0.154096	0.063931	-0.198827
-0.093792	0.095671	0.143423	0.002766	0.039913	0.040682
0.033060	-0.089475	0.111677	-0.023568	0.007079	-0.007872
-0.014800	-0.038211	0.363459	-0.013857	-0.023285	0.069257
-0.142956	-0.122576	-0.150804	0.112355	-0.064405	0.202544
-0.226084	0.164105	0.135034	-0.178929	0.470051	-0.020834
-0.081491	0.040197	-0.148535	-0.303696	-0.250635	-0.233972
0.190194	0.020007	-0.193047	0.420327	0.361538	0.032890
0.088083	0.181019	0.011452	-0.325098	0.090452	-0.229592
-0.296723	-0.265084	-0.074954	0.014289	-0.174033	0.021892
-0.286258	0.069821	-0.055200	0.184178	0.435834	0.188867
-0.036284	0.093920	0.138363	-0.020823	0.024864	0.057550
0.201220	0.041638	0.337241	0.052671	0.147923	-0.031492
-0.124058	0.236818	-0.035722	0.114308	-0.221329	-0.146715
-0.030776	-0.162145	0.188583	0.366040	0.203355	0.123863
-0.042226	-0.045564	-0.140614	-0.100172	-0.090059	0.481324
-0.133037	-0.220242	-0.118717	0.087595	-0.020059	-0.163668
0.347657	-0.162973	-0.147980	-0.008095	0.067465	0.206572
0.065042	-0.044827	-0.188003	0.334360	0.261349	-0.093934
0.035841	-0.020596	0.102439	0.331131	-0.370683	-0.064569
-0.015876	0.233510	0.233755	-0.101372	0.183134	-0.141328
0.108442	-0.056883	-0.082803	0.204051	-0.113647	-0.320706
0.124013	0.086447	-0.163923	-0.166863	-0.123545	0.150898
-0.002439	0.005179	0.079139	0.415264	-0.363533	-0.292752
-0.161716	-0.070491	-0.241422	0.097328	0.178078	-0.086541
0.061067	-0.352990	0.276465	0.060811	-0.361206	0.259843
0.289585	-0.124190	0.240286	-0.046409	-0.150825	-0.313705
-0.307433	0.125049	-0.039286	-0.228100	0.135368	-0.081123
0.242914	-0.199101	0.188732	0.058923	0.272896	-0.142360
-0.105445	0.223336	0.228444	0.214839	-0.172330	-0.031089
-0.366797	-0.236577	0.325013	-0.284610	-0.092214	0.271535
-0.057464	0.001450	-0.100740	0.102761	0.176315	0.251493
0.217435	0.242220	-0.086123	0.372657	0.287691	0.201577
-0.531697	-0.149513	0.247416	0.006998	0.181148	0.095290
0.170301	0.116399	0.050238	0.274857	0.076051	0.303311
-0.371429	0.081543	0.052947	0.166479	-0.316696	0.167725
0.125758	0.197359	-0.324792	-0.176390	-0.010077	-0.134503
-0.165519	0.111678	0.056510	0.189310	-0.209187	-0.238617
-0.200575	-0.036998	-0.153826	-0.043777	0.103797	0.227142
0.009612	-0.089870	-0.064715	-0.102796	-0.071356	0.133960
0.164023	0.264777	-0.161437	-0.182038	-0.021939	-0.046270
0.234335	0.009806	-0.390024	-0.237565	0.198643	-0.505881
0.174327	-0.125388	0.120512	-0.098806	0.152034	-0.248358
