trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
0.051888	-0.102294	0.184581	0.134779	0.280866	-0.023673
-0.210664	0.011160	0.048715	0.153570	0.108187	-0.146637
-0.302868	0.063048	0.268693	0.196006	0.137191	-0.039724
-0.060718	-0.143247	0.331540	0.344499	-0.074053	0.425005
-0.046322	0.239681	0.111161	-0.114439	0.236599	0.192866
-0.627748	0.034709	0.094207	-0.238815	0.193014	0.080285
-0.129203	-0.079313	0.257754	-0.133606	0.152664	-0.056165
0.475025	-0.026944	0.164154	0.015032	0.019724	-0.172980
-0.321171	0.027621	-0.217360	-0.096604	0.097822	-0.369641
0.000189	0.004674	-0.247914	-0.185714	0.143603	0.090912
-0.068207	0.154629	-0.070350	-0.060473	0.012921	0.258908
0.113999	-0.539756	0.258922	0.019623	0.207910	-0.184139
-0.020974	0.155965	-0.167662	-0.038211	-0.261553	-0.029109
-0.278095	0.091183	-0.301009	-0.034434	-0.219102	0.169199
0.092785	0.091313	-0.200507	0.001033	0.019444	-0.124408
0.022119	0.262372	0.216482	0.170778	-0.123697	-0.140609
-0.029369	-0.343032	-0.167039	0.141512	0.008027	0.319283
-0.088053	-0.042330	0.158181	0.073028	-0.081216	0.298466
0.147045	-0.311956	0.246248	-0.159100	0.269147	0.171133
0.237696	0.274640	0.217153	-0.061831	-0.297059	0.111260
-0.388381	0.122912	-0.222623	0.076177	0.352744	-0.137499
0.030172	0.170890	0.010823	-0.212117	0.220198	-0.082701
-0.217583	0.459070	-0.035343	-0.070199	0.324597	0.173948
0.295747	0.050773	0.294101	-0.006283	0.077887	-0.096656
-0.405284	0.247693	0.134302	-0.008593	0.187168	-0.190670
0.098904	-0.104679	0.020243	-0.101651	0.177555	-0.134443
-0.071603	0.179641	0.015082	-0.117133	-0.216925	-0.113497
-0.123614	0.138578	0.053150	0.324429	-0.056851	0.047230
0.072679	0.032563	-0.161436	0.245860	-0.068941	0.020791
-0.076485	0.080787	0.208833	-0.206944	-0.123534	-0.014100
-0.294492	-0.229988	-0.229850	0.030305	0.133940	-0.053702
-0.159658	-0.192812	0.085357	-0.449955	-0.239040	0.044189
0.070900	-0.232645	-0.101977	-0.023042	-0.121076	0.234373
-0.150942	-0.320878	-0.211571	0.153557	-0.316655	0.114258
-0.266564	-0.174513	0.112036	0.081044	-0.107626	-0.068117
0.021943	0.017478	-0.369251	0.171387	-0.083490	0.093958
0.502653	0.028265	-0.191748	-0.127369	0.011256	0.086124
-0.057717	0.213503	-0.034810	-0.360663	0.187480	-0.384782
0.053951	0.063167	-0.100135	-0.015039	0.209584	-0.170355
0.157026	0.092025	-0.249347	0.044299	-0.107592	-0.293688
-0.005938	0.377358	0.398508	0.165217	-0.014202	0.050318
-0.253267	0.138624	0.271018	0.038043	-0.425243	-0.162368
0.132369	-0.255803	0.065846	-0.185540	-0.174545	-0.047312
-0.063237	-0.011657	-0.105744	-0.133445	-0.193272	-0.203233
-0.251839	-0.180756	0.395962	0.025518	0.002459	-0.033586
0.077931	0.213169	0.057586	0.001570	-0.360197	0.040281
0.117737	0.289052	0.161992	0.069205	0.013926	-0.196967
-0.162084	0.360856	-0.025185	-0.137213	-0.181803	0.033983
0.047202	-0.005970	0.188300	-0.441251	-0.189329	0.310565
-0.363832	0.322694	-0.007684	0.100211	0.047307	-0.117817
0.177137	0.155206	0.050950	0.041922	0.140087	-0.283731
-0.064241	-0.051993	0.061648	0.125645	-0.335277	-0.023506
-0.234614	-0.048988	0.371243	0.205388	0.108844	0.309574
0.137391	-0.452724	-0.056208	-0.014994	-0.127121	0.307408
0.040858	-0.022659	-0.182820	0.089800	0.128228	0.285486
0.070236	-0.262790	-0.094429	0.094430	0.107404	-0.038055
0.246648	0.170676	0.135168	0.131489	0.007649	0.212786
-0.219443	0.346383	-0.039049	0.296976	-0.095688	-0.230017
-0.022453	0.010449	-0.170927	-0.270359	0.124714	-0.099216
-0.141056	0.017318	0.246983	-0.014807	0.162447	0.113818
0.148343	0.221217	0.017998	0.607851	0.222667	-0.373176
-0.332328	-0.032136	-0.019005	-0.123507	-0.544245	0.146916
0.097073	0.220270	-0.020819	-0.094918	-0.042381	-0.008280
0.351126	-0.075198	-0.175050	0.050822	-0.051815	0.112789
0.022989	-0.166993	0.066625	0.168762	-0.005096	0.233815
0.082003	-0.401346	0.077916	-0.003345	-0.004227	-0.107048
-0.107506	0.093060	-0.079400	0.131204	0.012819	-0.216732
-0.344442	-0.080248	-0.186882	-0.187713	0.106203	-0.080025
0.169058	0.405231	-0.125831	-0.028477	0.067021	-0.036610
0.035325	0.152554	0.136874	0.019339	-0.374851	0.114243
-0.266173	0.469317	-0.233699	0.285923	0.224383	0.411463
-0.066156	-0.050910	-0.044371	-0.398919	0.053261	-0.076550
-0.073224	0.002739	0.096760	0.199489	0.168253	0.413762
0.238631	0.074082	0.062709	-0.226866	0.161276	-0.183445
-0.221353	-0.186368	0.352078	-0.052659	-0.268038	-0.095819
0.130503	0.048227	-0.059793	0.191011	-0.064979	0.074965
0.047217	-0.246369	0.160235	0.234304	0.026890	-0.249797
-0.225510	-0.074674	-0.034927	-0.059067	0.116825	0.082791
0.266243	-0.188447	0.031166	0.012679	-0.097426	0.212335
0.004353	0.106264	-0.105445	-0.003450	0.054127	0.244758
0.081804	-0.377758	-0.002440	0.297495	0.064638	-0.115385
-0.216549	0.143802	0.022069	0.125260	-0.065442	-0.294264
-0.098532	-0.208009	-0.021613	0.334391	0.345738	0.062079
-0.151609	-0.274486	0.004570	-0.012257	-0.201911	0.089831
0.355680	-0.259377	0.122519	-0.146830	0.207096	-0.333749
0.389463	0.146601	-0.416809	-0.039508	0.056597	-0.027982
-0.028801	-0.286892	-0.274311	0.226041	-0.112609	-0.210202
0.171505	0.261872	0.212060	0.139095	-0.267564	-0.283059
-0.388845	0.230824	-0.121964	-0.305142	-0.318747	0.426100
-0.103742	0.066922	0.067065	-0.025606	0.345571	0.170805
0.233487	0.026261	-0.300592	-0.244805	-0.063179	0.149217
0.109298	-0.119594	-0.079913	-0.108908	-0.270704	-0.033915
-0.332868	-0.182366	0.116131	-0.030284	0.274956	0.163696
-0.311025	0.127321	0.018816	-0.003682	0.089010	0.445123
0.060133	-0.300474	-0.224815	-0.007629	0.166477	-0.031727
0.026680	0.004679	0.224969	-0.271350	-0.101161	0.046666
0.099987	0.044705	-0.120947	-0.345551	-0.014530	-0.062513
0.199636	-0.106839	0.036276	0.039605	0.099366	0.048400
-0.128587	-0.269185	-0.143645	-0.017772	0.084931	-0.111926
0.077728	-0.002626	-0.019329	0.121777	-0.279266	0.242226
0.154692	-0.015842	-0.013803	0.041371	0.138289	0.129662
0.306065	-0.208672	0.294015	-0.278685	0.265136	0.274565
-0.297125	-0.249788	-0.054414	-0.031665	0.067641	-0.172401
0.056871	0.043092	-0.161892	0.083047	-0.256353	-0.103721
0.094294	-0.287566	0.052622	-0.038987	-0.171792	0.048791
-0.269686	0.122182	-0.352984	-0.037079	-0.108783	-0.277965
-0.135849	-0.149810	0.181360	0.029239	-0.065612	0.530777
-0.217620	-0.507253	-0.095533	0.341402	-0.195947	-0.005880
0.059026	0.155035	-0.117179	0.035759	0.050728	0.198927
-0.363130	0.075734	0.105907	0.118506	0.097589	0.281420
0.043018	-0.051100	0.296560	-0.100384	-0.155915	-0.021138
0.212125	0.190641	0.527122	-0.002343	-0.099852	-0.371732
-0.095954	0.112035	-0.325313	-0.139586	-0.067279	-0.063051
0.184809	0.056954	-0.103046	0.190273	0.010064	0.012046
-0.000602	0.155419	-0.049782	-0.077692	-0.239785	-0.220921
0.059680	-0.028936	0.023209	0.008384	0.211165	0.212353
0.225954	0.033410	-0.081404	-0.056116	-0.044641	-0.089583
-0.258195	-0.232626	-0.277953	0.163928	0.186298	0.138917
-0.255289	0.235880	-0.038568	-0.348416	0.235034	0.215432
0.153031	0.074283	-0.089824	-0.462407	-0.021270	-0.146854
0.117246	0.088626	-0.316821	-0.060773	-0.177678	0.070268
-0.095254	-0.261267	0.044884	-0.097868	-0.056508	0.191496
-0.164515	0.002250	0.079308	0.356021	0.076525	0.353612
0.186078	-0.109806	0.141720	0.056767	-0.047286	0.067880
0.176094	0.322609	-0.055294	-0.000614	0.126664	-0.185573
0.304020	-0.104451	0.312465	-0.074861	-0.151219	-0.177587
0.296038	-0.161326	-0.108818	-0.108353	0.334174	-0.343942
-0.173226	0.427421	0.161506	0.117171	-0.302677	-0.040436
-0.111127	-0.390831	0.165363	0.162589	0.085797	-0.023980
-0.311462	0.004880	0.016372	0.037394	-0.132657	-0.346609
-0.118529	0.281406	0.020689	-0.164405	0.141764	0.381754
0.266922	-0.109517	-0.335985	-0.060591	0.124554	-0.064173
0.198695	0.093778	-0.099836	-0.165852	0.158644	0.102512
0.028772	-0.190352	0.327476	0.041918	0.306661	0.247704
0.155177	-0.299311	-0.231828	0.220067	0.293637	-0.055872
0.037944	0.013308	-0.088555	0.002301	0.025314	-0.060736
0.231601	-0.014322	0.199594	0.331441	-0.069088	0.125566
-0.254535	0.023022	-0.188175	-0.428994	0.007953	-0.244967
0.205144	-0.157364	0.076222	-0.313876	0.372567	0.169512
-0.082980	0.125839	-0.165098	-0.762551	-0.261584	0.101917
0.015697	-0.011394	0.254429	0.038886	-0.006506	-0.091491
