trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
0.045640	-0.027868	0.046261	-0.091176	-0.001530	0.336931
-0.063961	-0.111289	0.038856	0.046289	-0.055256	-0.168739
-0.140572	-0.109876	-0.280189	0.058632	-0.409330	-0.175884
0.090533	0.019980	-0.564339	0.074111	0.413460	-0.019015
-0.116819	-0.024897	-0.308668	-0.434277	-0.055666	-0.221957
-0.060046	-0.337683	0.090909	-0.054328	0.231083	0.009841
-0.252851	-0.063732	0.065863	-0.107603	0.099903	-0.012992
0.273377	-0.171558	0.063193	0.130372	0.372330	-0.086505
0.354062	-0.160440	0.105710	0.109373	-0.056891	-0.108063
0.049417	-0.400376	0.306063	-0.683693	0.378719	-0.212522
-0.117830	-0.078601	-0.156509	0.371024	0.102336	0.061743
-0.000731	-0.164592	-0.029758	0.048777	-0.269374	0.196840
-0.117700	-0.306326	0.048540	-0.239523	-0.002046	0.262416
-0.028734	0.081836	0.124520	-0.040666	0.071367	0.050011
-0.133575	-0.237026	-0.428483	0.028947	0.061943	-0.194431
0.105646	0.131916	-0.077234	0.006826	0.044058	0.053169
-0.051726	0.438588	-0.193223	-0.236596	0.038449	0.236452
-0.031116	-0.137737	-0.625373	0.059860	0.094535	-0.112259
0.176029	-0.126061	0.080223	-0.155943	0.136706	-0.537254
-0.062487	-0.048596	-0.009811	-0.013459	-0.052583	0.090121
-0.105907	-0.232176	0.137541	-0.186947	0.227575	-0.088651
0.258792	0.147248	0.154054	-0.246027	-0.075487	-0.087136
0.251890	-0.057772	0.023943	0.092838	-0.317812	-0.211711
0.062053	-0.422757	0.291401	-0.248300	0.365916	0.053579
0.221065	0.031246	-0.020851	0.195070	-0.067778	-0.283748
-0.103644	0.181008	0.528169	0.265803	-0.004714	0.114724
0.136585	0.349715	0.427707	-0.240884	0.066434	0.394699
0.155894	-0.090779	0.169093	-0.309887	-0.182837	0.207556
-0.136877	0.176945	-0.191270	0.009443	-0.061507	0.033685
-0.172431	0.096445	-0.067492	-0.116032	0.110529	-0.381355
-0.291682	0.000692	0.072250	0.163858	0.128247	-0.206882
0.084577	-0.359648	-0.010449	-0.203621	0.006334	-0.087156
0.237998	0.033987	0.072811	0.048549	-0.087850	-0.164236
0.145017	-0.385366	0.112944	-0.046513	0.632024	0.082645
0.035279	0.128445	0.192964	-0.009674	0.060858	0.030942
0.344604	0.131321	0.226610	-0.248176	0.106428	-0.143853
0.133222	-0.166574	-0.373922	0.044805	-0.045395	-0.038350
0.132923	0.058061	-0.150921	-0.316461	-0.143458	0.289477
0.180163	0.291160	-0.209004	0.120379	0.237678	0.029925
-0.240940	0.018619	0.213605	-0.080028	0.071432	-0.070791
0.102786	0.008840	0.486163	0.313582	-0.115292	-0.101012
-0.241045	-0.144510	-0.456056	-0.024162	0.038377	-0.291928
0.277470	0.061512	-0.270091	-0.025673	-0.222396	0.167278
0.207102	-0.388874	0.042347	0.316891	-0.203894	-0.032511
-0.108114	0.050917	-0.100915	-0.047283	0.207701	-0.184690
-0.072876	0.035246	-0.078734	-0.514957	-0.031164	-0.355015
-0.254553	-0.411862	-0.124231	0.106463	0.332412	-0.150778
-0.133332	-0.161754	0.106567	0.800926	-0.162463	-0.053281
-0.363978	0.269873	0.003392	0.145331	-0.063306	0.145565
-0.008348	0.006372	0.234273	0.166902	0.274848	-0.196856
-0.135214	-0.066358	-0.300222	0.157429	0.032900	0.200043
-0.104189	0.022792	-0.420850	-0.230733	-0.135824	0.164425
-0.107203	-0.026609	0.147395	-0.291090	-0.484696	0.360295
0.198144	-0.349599	-0.129778	-0.106174	0.166282	0.123791
0.005229	-0.109417	0.080386	-0.279405	0.305330	0.327703
-0.013265	-0.251786	-0.157218	-0.378634	-0.130716	-0.159321
-0.121639	0.198762	0.152120	0.107460	-0.033940	-0.475305
-0.109107	0.070610	-0.044822	0.135277	0.021354	-0.214998
0.049034	-0.036960	-0.044232	-0.148765	0.000931	-0.186738
0.286652	-0.039609	0.153478	0.167546	-0.107376	-0.018040
-0.107970	-0.212876	-0.397006	-0.254927	-0.216069	0.168526
-0.296397	0.030220	0.325585	0.062322	0.190114	0.159148
-0.011084	-0.297502	-0.261199	0.355426	0.252521	0.064686
0.004184	0.108978	-0.279941	0.007432	0.020389	-0.376558
-0.004208	-0.139337	0.005505	0.334810	0.026648	-0.015460
0.172280	-0.178458	-0.243842	-0.001080	0.453865	-0.232861
0.106092	-0.073643	0.136062	-0.034673	0.054837	-0.165882
-0.112561	0.002920	-0.030057	0.108312	-0.382046	-0.043134
0.139715	-0.440847	0.052974	-0.054751	-0.129487	0.007303
0.144072	-0.264053	0.011506	0.003535	0.081114	-0.113743
-0.223583	0.187690	0.094531	0.007354	0.060486	0.069503
0.151050	0.397224	0.077390	-0.189289	0.379770	0.160420
0.189508	0.078128	-0.011206	-0.100281	-0.330988	-0.131434
0.024068	-0.335453	0.391917	0.038231	-0.206177	-0.064664
0.070047	0.200841	0.218925	0.244154	0.339392	0.177583
-0.037408	0.183448	-0.030147	-0.131573	-0.267952	0.057228
-0.014947	-0.230231	-0.051713	0.154232	-0.408600	0.223082
0.191334	-0.410669	-0.059999	0.083742	-0.327953	0.305522
-0.013258	-0.175231	0.333015	0.025238	0.267335	0.016329
0.040200	-0.148085	0.238466	-0.122421	-0.017176	-0.061983
-0.035154	-0.357226	-0.232687	-0.376826	0.172226	-0.043988
0.117165	0.128054	0.038967	0.031137	-0.123529	-0.130744
-0.260285	0.182063	-0.142007	0.175699	-0.234656	-0.246931
-0.248133	-0.130448	-0.105280	0.114878	0.156508	-0.059853
0.154648	-0.097301	0.019365	0.046366	0.232121	0.063309
0.362488	-0.117662	-0.146528	-0.447828	0.384277	0.124455
0.055022	0.083397	-0.023797	-0.258799	-0.023868	-0.174348
0.028572	-0.003479	0.073034	-0.098567	0.076244	0.049036
0.264300	-0.431352	0.108739	-0.141414	-0.081533	0.202453
0.160822	-0.202055	-0.154932	-0.018955	-0.122914	0.288034
0.153926	-0.003480	-0.230864	0.136604	-0.281448	0.078066
-0.137058	-0.094910	0.064532	-0.155919	0.292812	-0.244803
0.023254	-0.033587	0.516486	0.086935	-0.188242	-0.189619
-0.097695	-0.027606	-0.075382	0.489680	0.222893	-0.098622
0.189844	-0.181478	0.032098	-0.253270	-0.205022	-0.044886
-0.061891	0.256043	0.404786	-0.337811	0.081992	-0.190228
0.323527	0.161034	0.192057	0.064937	0.152622	-0.060684
0.038718	0.519121	-0.089101	0.022067	0.120252	-0.190646
-0.354011	0.106440	-0.083182	0.115616	0.310157	0.191568
-0.105966	0.240938	-0.131408	0.154402	0.106609	-0.214409
0.546708	-0.026639	-0.374099	0.040723	-0.244233	-0.008685
0.005795	-0.099057	-0.105066	-0.150583	-0.131712	0.072155
-0.045405	-0.085867	0.173354	0.059507	0.035273	-0.078337
0.061030	0.222112	-0.146416	-0.218367	-0.203761	0.020458
-0.031397	0.100478	0.128484	-0.053919	-0.318091	-0.242124
0.096094	-0.239859	0.081412	0.019130	0.191395	0.214173
-0.227812	0.232131	0.064384	0.273338	0.104889	-0.247681
0.171077	-0.146877	-0.237958	0.143506	0.490076	0.128660
-0.407774	-0.401180	-0.325634	0.215672	0.121161	-0.122399
-0.067848	0.180362	0.421394	0.083221	-0.202734	-0.220925
-0.023282	0.356333	0.071175	-0.001241	0.267338	-0.143324
0.022930	-0.233295	0.054698	-0.163339	-0.158401	0.027772
-0.120834	0.362169	-0.016377	0.146159	-0.061292	-0.207058
0.128706	-0.026797	-0.212913	-0.351761	-0.145579	-0.157603
0.076412	0.061173	0.254840	0.149680	0.329868	0.203450
-0.305142	-0.076076	-0.112079	0.197893	-0.085015	-0.132954
0.158436	-0.138167	-0.008043	0.272199	-0.221995	0.013223
0.383688	-0.217150	-0.033159	0.210381	0.410701	0.016814
-0.411265	0.225751	0.099727	0.385652	0.161207	0.047410
-0.213656	-0.027115	-0.145329	-0.092693	-0.250630	-0.382790
